,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Cdr2,518.2121134,-1.830398805,0.398576824,-4.592336267,4.38E-06,3.11E-05
Bach2,963.5810045,-1.829425457,0.399986103,-4.573722541,4.79E-06,3.38E-05
Arhgap27os2,27.15748196,-1.824882964,0.711849546,-2.563579586,0.010359895,0.030899714
Wdhd1,800.234997,-1.824434632,0.340393668,-5.359778407,8.33E-08,7.97E-07
Topbp1,2312.264302,-1.822439398,0.324930476,-5.608705658,2.04E-08,2.14E-07
Apex1,2166.462566,-1.821457649,0.335875857,-5.423008568,5.86E-08,5.72E-07
BC034090,817.8629024,-1.819462928,0.357246526,-5.093017826,3.52E-07,3.07E-06
AC132253.6,97.11717063,-1.819387547,0.448491821,-4.056679436,4.98E-05,0.000286435
Il1a,59.00743611,-1.819179342,0.708178259,-2.568815573,0.010204675,0.030505917
Fam210b,699.7421329,-1.817781362,0.356657188,-5.096718711,3.46E-07,3.01E-06
Trim36,153.5740542,-1.817579755,0.453809287,-4.005162093,6.20E-05,0.000348144
Tbata,677.4719393,-1.816259437,0.37501635,-4.84314734,1.28E-06,1.01E-05
Pik3c2b,958.2539678,-1.816042006,0.382248411,-4.750947166,2.02E-06,1.54E-05
Dusp18,609.3039721,-1.813350756,0.367601108,-4.932930607,8.10E-07,6.64E-06
Ccno,40.03583209,-1.813206943,0.610193099,-2.971529744,0.002963202,0.010774163
Aim2,76.62268615,-1.811197532,0.50025468,-3.620550901,0.000293976,0.001397355
Cenpj,410.1421598,-1.810953717,0.35331245,-5.125643657,2.97E-07,2.61E-06
Dennd2a,2764.810971,-1.810864847,0.322964946,-5.60700122,2.06E-08,2.16E-07
Clip2,4389.465494,-1.810274487,0.359890772,-5.03006642,4.90E-07,4.16E-06
Stard6,31.65867958,-1.806756955,0.642044697,-2.814067249,0.004891899,0.016436699
Frat2,663.8166894,-1.804832007,0.396349012,-4.553643256,5.27E-06,3.69E-05
Rpsa-ps10,109.4335767,-1.802563224,0.635353308,-2.837103706,0.004552482,0.015470607
Stk17b,568.2603013,-1.799242707,0.371858722,-4.838511515,1.31E-06,1.03E-05
Pax2,722.4624498,-1.798977056,0.387842672,-4.638419609,3.51E-06,2.54E-05
Rftn1,788.931878,-1.798921383,0.370876807,-4.850455329,1.23E-06,9.74E-06
Sox8,166.340754,-1.795843824,0.421587591,-4.259716989,2.05E-05,0.000127894
Rrp15,489.4118898,-1.793766497,0.397471633,-4.512942182,6.39E-06,4.41E-05
Cox4i2,23.68810446,-1.792623043,0.753777223,-2.378186802,0.01739801,0.047846041
Mcm8,291.8461706,-1.792238471,0.366354074,-4.892093737,9.98E-07,8.02E-06
Acy1,350.9944333,-1.791467734,0.425361031,-4.211640471,2.54E-05,0.000155579
Pate2,31.51935637,-1.790708382,0.636414957,-2.813743397,0.00489683,0.016446271
Irx1,514.7115033,-1.790556691,0.410406863,-4.362881943,1.28E-05,8.33E-05
Plekho2,1722.825297,-1.789747377,0.391091898,-4.576283443,4.73E-06,3.34E-05
Tspan2,191.5057118,-1.789245886,0.462907871,-3.865231066,0.000110984,0.000587331
Fbl,1730.993007,-1.789075729,0.366517224,-4.881286919,1.05E-06,8.43E-06
Ppp2r2b,2751.155803,-1.788312391,0.328546886,-5.443096456,5.24E-08,5.13E-07
Bcl11b,45.68921252,-1.788235811,0.575237284,-3.108692463,0.001879172,0.007242604
Pafah1b3,1059.841356,-1.786830586,0.354662071,-5.038121447,4.70E-07,4.01E-06
Wdr31,67.13063276,-1.785846103,0.488441779,-3.656210791,0.000255971,0.001236531
Slco1a4,169.7573668,-1.783319386,0.468718446,-3.804670804,0.000141993,0.000727081
Jade3,569.9453278,-1.781446263,0.383783993,-4.641794075,3.45E-06,2.50E-05
Zfp41,1255.862144,-1.781190556,0.324739181,-5.484988144,4.13E-08,4.13E-07
Ccdc57,207.4529826,-1.779721371,0.384143212,-4.632963211,3.60E-06,2.60E-05
Gab1,4524.311464,-1.779063486,0.314717927,-5.652882574,1.58E-08,1.69E-07
Tmem107,170.7834701,-1.777690178,0.417528408,-4.257650841,2.07E-05,0.000129016
Abracl,809.2113744,-1.77696333,0.437441058,-4.06217774,4.86E-05,0.000280484
Cep72,224.6184808,-1.775915805,0.375027702,-4.73542566,2.19E-06,1.65E-05
AC154492.2,24.48291755,-1.774422298,0.747248232,-2.374608893,0.017567554,0.048245131
Six5,159.8871149,-1.771849821,0.498616491,-3.553532327,0.000380094,0.001762915
Wdr46,725.1177149,-1.767783913,0.415241567,-4.257242173,2.07E-05,0.000129165
Klf11,968.7181459,-1.767461874,0.343741041,-5.141841282,2.72E-07,2.41E-06
Blm,614.9785064,-1.767190972,0.375458977,-4.706748487,2.52E-06,1.87E-05
Rnf225,66.283965,-1.766089299,0.526230597,-3.356112909,0.000790463,0.003389659
Chek2,285.6531175,-1.764936834,0.391676589,-4.506107554,6.60E-06,4.55E-05
Dnmt1,6615.937166,-1.764874364,0.323846869,-5.449718779,5.04E-08,4.95E-07
Nxpe4,302.4336916,-1.762655609,0.414086901,-4.256728736,2.07E-05,0.000129312
Pou4f1,24.41959595,-1.761447627,0.721202066,-2.4423774,0.014590885,0.04144619
Rnasel,706.5861417,-1.761380445,0.352350073,-4.998950132,5.76E-07,4.83E-06
Impdh1,1979.699257,-1.760955474,0.347444176,-5.06831196,4.01E-07,3.46E-06
Ube2cbp,95.59065823,-1.760527762,0.4433579,-3.970895209,7.16E-05,0.000398259
Prim2,712.6627407,-1.759733663,0.340217201,-5.172382994,2.31E-07,2.08E-06
Pbx4,146.8423522,-1.755252555,0.402838731,-4.357209026,1.32E-05,8.53E-05
Gper1,66.07198437,-1.754586829,0.495893991,-3.538229663,0.00040282,0.001859583
Itprip,271.3796589,-1.751884709,0.426951744,-4.103238203,4.07E-05,0.000238616
Edn1,48.07166399,-1.750644372,0.541598468,-3.232365813,0.001227698,0.004991016
Zfp423,3387.830249,-1.749029465,0.315843911,-5.537638705,3.07E-08,3.12E-07
Celf3,4061.542826,-1.747856175,0.355902282,-4.911056385,9.06E-07,7.34E-06
Palb2,155.025255,-1.74763939,0.410568325,-4.256634727,2.08E-05,0.000129312
Maff,553.6885782,-1.745231366,0.455896726,-3.828128756,0.000129121,0.000669483
Epor,35.42540537,-1.743771784,0.631566885,-2.761024725,0.005762031,0.018874714
Pold2,1052.261003,-1.743633169,0.352247389,-4.9500244,7.42E-07,6.11E-06
Prr18,474.5764582,-1.742699645,0.348996322,-4.993461352,5.93E-07,4.96E-06
Frmpd3,347.5739624,-1.74171425,0.437084267,-3.984847728,6.75E-05,0.000376767
Nnat,5913.90444,-1.741650643,0.406751368,-4.281855652,1.85E-05,0.000116823
Olfml2b,249.4445906,-1.741495192,0.369781303,-4.709527432,2.48E-06,1.85E-05
Pole2,144.1027941,-1.739236441,0.419812737,-4.142886308,3.43E-05,0.000204124
Kif7,324.2608839,-1.739086466,0.430155459,-4.042925484,5.28E-05,0.000301905
H2afy,6004.622565,-1.735266067,0.31594171,-5.492361449,3.97E-08,3.97E-07
Plcg1,5120.658942,-1.732524428,0.330019395,-5.249765474,1.52E-07,1.40E-06
Wrap53,467.9546511,-1.732223909,0.393455241,-4.402594575,1.07E-05,7.05E-05
Pantr1,226.2433097,-1.731615835,0.417385231,-4.148723304,3.34E-05,0.000199817
Foxp4,1257.009327,-1.730376804,0.370893904,-4.665422603,3.08E-06,2.26E-05
Nespas,68.00797555,-1.729135863,0.552953147,-3.127092904,0.001765441,0.006857793
Itga7,4131.408063,-1.728307682,0.350974476,-4.924311597,8.47E-07,6.91E-06
Tgif1,580.8980701,-1.727475673,0.382755441,-4.513262224,6.38E-06,4.41E-05
Kcnn3,166.0979513,-1.727367693,0.481343214,-3.588640375,0.000332407,0.001559589
Ebf2,141.6519847,-1.727154624,0.441058521,-3.915930748,9.01E-05,0.000488523
Dek,5162.403492,-1.725558092,0.315381707,-5.471332211,4.47E-08,4.43E-07
H1f0,13979.52343,-1.724434496,0.314002125,-5.491792446,3.98E-08,3.98E-07
Penk,136.4134772,-1.723407785,0.537944482,-3.203690791,0.001356781,0.005445734
Ypel1,973.2975209,-1.722869448,0.331001891,-5.205013913,1.94E-07,1.76E-06
Pemt,38.09204787,-1.722811684,0.639304006,-2.694823851,0.007042585,0.022324359
Mindy4,149.4986496,-1.721413853,0.446905041,-3.851855979,0.000117226,0.000615008
Basp1,12729.56861,-1.720667368,0.313879652,-5.481933469,4.21E-08,4.19E-07
Hfm1,223.1652286,-1.720058781,0.461869789,-3.724120568,0.000195997,0.000970589
Klhl4,51.09593837,-1.718824082,0.554654517,-3.098909371,0.001942344,0.007451547
Dennd3,200.935005,-1.718131116,0.401907881,-4.274937613,1.91E-05,0.000120271
Smarcc1,4003.70201,-1.71574315,0.322783305,-5.315464356,1.06E-07,1.00E-06
Slc23a1,36.8169292,-1.715103555,0.614019641,-2.793238915,0.005218313,0.017367268
Lsr,280.0234451,-1.714156667,0.527962456,-3.246739701,0.001167351,0.00476284
Llgl1,3626.440689,-1.713863623,0.343627418,-4.987563656,6.11E-07,5.09E-06
Crocc,1111.904547,-1.713020967,0.416824573,-4.109692855,3.96E-05,0.00023282
Tnf,37.22433252,-1.712870227,0.603727344,-2.837158601,0.0045517,0.015470607
Ahcy,558.1627326,-1.711769928,0.434054361,-3.943676372,8.02E-05,0.000440272
Rexo5,198.6637537,-1.711525709,0.381504801,-4.486249467,7.25E-06,4.96E-05
Zscan2,534.7310224,-1.710670401,0.364869497,-4.688444534,2.75E-06,2.04E-05
Arhgap27,211.3494314,-1.710613686,0.387016355,-4.420003611,9.87E-06,6.56E-05
Gjb6,88.82022083,-1.70929817,0.638973665,-2.675068261,0.007471404,0.023495148
Slbp,1240.201182,-1.709152378,0.345671486,-4.944441313,7.64E-07,6.28E-06
Mdc1,2227.757387,-1.709017755,0.317749421,-5.378507855,7.51E-08,7.24E-07
Fli1,119.1134267,-1.7087489,0.481656223,-3.547652493,0.000388681,0.001799043
Nsmf,1417.32858,-1.706147818,0.348205627,-4.89982839,9.59E-07,7.75E-06
Nppc,33.75967838,-1.70606447,0.618530014,-2.758256563,0.005811057,0.01899986
Sh2d3c,1711.632345,-1.705793833,0.379561374,-4.494118605,6.99E-06,4.79E-05
Nsd2,8186.16997,-1.705120956,0.332705652,-5.125013486,2.98E-07,2.62E-06
Xkr7,2633.88633,-1.703528438,0.350532876,-4.859825012,1.17E-06,9.32E-06
Oip5,112.4639474,-1.70248853,0.440147634,-3.86799428,0.000109734,0.000581106
Gins2,3087.170524,-1.701843526,0.320851906,-5.304140301,1.13E-07,1.06E-06
Csf1r,852.9247895,-1.701740283,0.335588297,-5.070916649,3.96E-07,3.42E-06
Gsg1l,2024.776229,-1.701446277,0.345060423,-4.930864748,8.19E-07,6.70E-06
N4bp2os,106.3193231,-1.701308346,0.449891431,-3.781597575,0.000155825,0.000790481
Atxn7l2,1333.912866,-1.695144786,0.343888442,-4.929345043,8.25E-07,6.75E-06
Srebf1,3144.876513,-1.694837665,0.38633291,-4.386987541,1.15E-05,7.53E-05
Mtfr2,111.9879569,-1.694086564,0.426795218,-3.969319463,7.21E-05,0.000400344
Diaph3,501.6907953,-1.693467115,0.413601611,-4.094440326,4.23E-05,0.000247218
Gpr62,178.3045399,-1.693226206,0.405510457,-4.175542647,2.97E-05,0.000179708
Evc,813.4109713,-1.692966192,0.416910132,-4.060746095,4.89E-05,0.000281901
Ubr7,2130.725868,-1.692847979,0.339519506,-4.986010963,6.16E-07,5.13E-06
Podxl2,7656.103378,-1.692759112,0.340108224,-4.977119031,6.45E-07,5.35E-06
Efna1,133.8481983,-1.691287041,0.421822267,-4.00947786,6.09E-05,0.000342451
Kif26a,236.5036419,-1.690445351,0.458042991,-3.690582289,0.000223741,0.001093923
Fam53b,3348.935853,-1.690004264,0.328562595,-5.143629522,2.69E-07,2.39E-06
Tppp3,1169.513051,-1.689106994,0.339564315,-4.974335989,6.55E-07,5.42E-06
Nin,1114.986001,-1.688401654,0.379072438,-4.45403433,8.43E-06,5.68E-05
Ing5,595.9520824,-1.686570086,0.351704038,-4.79542429,1.62E-06,1.25E-05
Lrrc36,32.11447755,-1.686328124,0.645246455,-2.613463599,0.008962963,0.027368646
Ccdc150,25.32333016,-1.684727299,0.699870801,-2.407197581,0.01607547,0.044817322
Lmo7,139.3642314,-1.683026974,0.448737391,-3.750583319,0.000176424,0.000884189
Npm3,566.313416,-1.682738208,0.447269649,-3.762245465,0.000168395,0.000849337
Smo,3038.887626,-1.681876745,0.433813759,-3.876955747,0.000105772,0.000563141
Tnfaip8l1,140.6897006,-1.68179463,0.418641764,-4.017264342,5.89E-05,0.000332339
Vwa1,1115.188694,-1.681551403,0.38074531,-4.41647306,1.00E-05,6.65E-05
Phc1,2464.497446,-1.679742455,0.322441698,-5.209445515,1.89E-07,1.73E-06
Trim28,12166.58775,-1.679372846,0.35510239,-4.729263704,2.25E-06,1.69E-05
Rbm15b,3689.306024,-1.679257884,0.330416808,-5.082241101,3.73E-07,3.23E-06
Gins3,239.6217845,-1.679180838,0.369636666,-4.54278753,5.55E-06,3.87E-05
Pkmyt1,892.5865816,-1.676280923,0.344321181,-4.868364228,1.13E-06,8.95E-06
Mpnd,2702.318456,-1.674993146,0.353909459,-4.732829551,2.21E-06,1.67E-05
Plekhg5,323.0928706,-1.674866068,0.444376593,-3.769024056,0.000163887,0.000827923
Asphd2,2372.75959,-1.674516014,0.357874639,-4.679057501,2.88E-06,2.12E-05
Pax6,11178.29187,-1.674136167,0.38963422,-4.296686687,1.73E-05,0.00010998
Fras1,261.4573595,-1.673956157,0.445082475,-3.761002174,0.000169234,0.00085221
Gas2,300.7568944,-1.673212249,0.426056574,-3.927206738,8.59E-05,0.000468921
Csrnp1,302.1637277,-1.671340521,0.4252732,-3.930039612,8.49E-05,0.00046375
Rpl3-ps1,64.01326976,-1.669518855,0.646463269,-2.582542482,0.009807529,0.029508486
Hspa5,23525.97394,-1.668939368,0.353162521,-4.725697861,2.29E-06,1.72E-05
Mad2l1,1067.216772,-1.664262074,0.350234629,-4.751849007,2.02E-06,1.53E-05
Lctl,101.8962544,-1.662653816,0.443506665,-3.748881236,0.000177625,0.000889928
Spag4,60.24032933,-1.660801445,0.514644361,-3.227085675,0.00125058,0.005074902
Slc7a5,6084.674245,-1.660693671,0.357275083,-4.648221356,3.35E-06,2.44E-05
Traf4,1551.637883,-1.658671836,0.328624864,-5.047310837,4.48E-07,3.83E-06
Sae1,3941.726006,-1.658472586,0.370906118,-4.471408004,7.77E-06,5.28E-05
Slc39a11,1111.632257,-1.658261786,0.361657497,-4.585171878,4.54E-06,3.21E-05
Timm8a1,61.71359461,-1.657614655,0.540755452,-3.065368365,0.002174021,0.008228472
Bcl2l12,294.740867,-1.657055513,0.409368818,-4.047830323,5.17E-05,0.0002964
Ubald2,453.8783893,-1.656579928,0.345887886,-4.789355154,1.67E-06,1.29E-05
Zfp367,895.3094981,-1.653232035,0.338929445,-4.877805864,1.07E-06,8.57E-06
Ssrp1,8192.919105,-1.651253692,0.342472492,-4.821565905,1.42E-06,1.11E-05
Plekha7,385.0523645,-1.651062241,0.400125129,-4.126364785,3.69E-05,0.000218035
Proser3,241.026025,-1.648364372,0.372805956,-4.421507611,9.80E-06,6.52E-05
Srl,232.723167,-1.64756812,0.383427579,-4.296947355,1.73E-05,0.000109895
Thop1,1252.293497,-1.646447746,0.383603867,-4.292052004,1.77E-05,0.000112076
Kif20a,1743.641784,-1.644385315,0.359003696,-4.580413326,4.64E-06,3.28E-05
Midn,4759.540494,-1.643997392,0.317925547,-5.171013808,2.33E-07,2.09E-06
Mvd,1528.612813,-1.640488362,0.342768374,-4.785996854,1.70E-06,1.31E-05
Wee1,675.7738818,-1.639894512,0.335304439,-4.89076291,1.00E-06,8.07E-06
Eva1a,35.1043498,-1.639293893,0.650478091,-2.520136983,0.011730917,0.034372697
Ttll4,1771.215753,-1.637925954,0.346274942,-4.730131337,2.24E-06,1.69E-05
Megf6,445.8009415,-1.637812413,0.463896449,-3.530556049,0.000414687,0.001907682
Cfap54,56.95711881,-1.635386996,0.612525197,-2.669909749,0.007587164,0.02381179
Tmem41a,477.7634241,-1.634337352,0.354453313,-4.610867754,4.01E-06,2.86E-05
Dnah3,37.71175457,-1.63341856,0.591990167,-2.759198803,0.005794327,0.018960853
Mum1,2028.058851,-1.631008564,0.366207982,-4.453776666,8.44E-06,5.68E-05
Nhsl1,3171.644732,-1.630350882,0.345364006,-4.720673996,2.35E-06,1.76E-05
Ralgapa2,1099.976178,-1.630299141,0.35085312,-4.646671357,3.37E-06,2.46E-05
Cep135,401.9738185,-1.629006372,0.358139016,-4.548530871,5.40E-06,3.77E-05
Fancc,623.9626915,-1.62888644,0.360709497,-4.51578474,6.31E-06,4.36E-05
Hspb1,263.5261189,-1.628262155,0.434032634,-3.751474029,0.000175798,0.000881332
Nos2,58.48628397,-1.627452012,0.60238013,-2.701702681,0.006898542,0.021977797
Sufu,3039.063998,-1.626096192,0.315958667,-5.146547193,2.65E-07,2.36E-06
Sipa1,666.1296437,-1.624245862,0.508994256,-3.191088782,0.001417377,0.005660196
Rgs9bp,36.48170852,-1.623574572,0.619626923,-2.620245366,0.008786652,0.026913487
Atic,1371.439527,-1.62304093,0.431566658,-3.760811683,0.000169363,0.000852588
Phactr4,753.0059466,-1.621320111,0.346172877,-4.683556161,2.82E-06,2.08E-05
Tmeff1,2046.4698,-1.620781636,0.347783918,-4.660312193,3.16E-06,2.31E-05
Rhno1,829.9225706,-1.620364063,0.340418463,-4.759918274,1.94E-06,1.48E-05
Ak2,1863.499406,-1.620091076,0.385715467,-4.200223258,2.67E-05,0.000162689
Cmklr1,105.0287141,-1.619614347,0.446767804,-3.625181434,0.000288759,0.001375573
Casc1,41.25750253,-1.619556199,0.569543075,-2.843606167,0.004460615,0.015210753
Fgd3,129.6313322,-1.616505182,0.416948062,-3.876994116,0.000105755,0.000563141
Plxnb2,24557.59737,-1.615571206,0.342079719,-4.722791551,2.33E-06,1.74E-05
Maz,9045.611832,-1.615024227,0.344064539,-4.693957227,2.68E-06,1.99E-05
Mum1l1,353.8522224,-1.614389715,0.360383562,-4.479643044,7.48E-06,5.10E-05
Kbtbd6,67.00532024,-1.614372868,0.499606745,-3.231287174,0.001232341,0.005006027
Slc7a10,278.9122446,-1.613526261,0.361655881,-4.461495987,8.14E-06,5.51E-05
Prkch,108.9335517,-1.611389861,0.537868568,-2.995880326,0.002736538,0.010051784
Siah1b,389.8076308,-1.611054964,0.360342391,-4.470900469,7.79E-06,5.29E-05
Prmt6,999.5548598,-1.609813281,0.349635496,-4.604261582,4.14E-06,2.95E-05
Lyar,922.1355959,-1.609422209,0.350122022,-4.596746587,4.29E-06,3.05E-05
BC028528,59.92961437,-1.60829255,0.595691407,-2.699875357,0.006936546,0.022072351
Sp5,436.1807007,-1.607729639,0.360052263,-4.465267412,8.00E-06,5.42E-05
Map3k1,5576.136055,-1.607349816,0.363544761,-4.421325764,9.81E-06,6.52E-05
Fam221a,59.33433343,-1.607019371,0.513353807,-3.130432361,0.001745492,0.006791988
Dnah2,72.36157789,-1.60681689,0.48733797,-3.297130508,0.000976781,0.004086601
Tgfb2,838.0571005,-1.606611862,0.408242921,-3.935431038,8.30E-05,0.000454561
Slc2a1,1000.328911,-1.605693152,0.418637776,-3.835519018,0.000125299,0.000651953
Set,6973.249679,-1.604879531,0.351075681,-4.571320704,4.85E-06,3.41E-05
Enkd1,416.113621,-1.602184421,0.351140256,-4.562804732,5.05E-06,3.55E-05
Mapk15,47.01821866,-1.601245406,0.634147207,-2.525037386,0.011568598,0.034004276
Scrn2,287.0445609,-1.600791972,0.422995508,-3.784418375,0.000154068,0.000782072
Sclt1,438.3504054,-1.599470897,0.355444467,-4.499917838,6.80E-06,4.66E-05
Atp11c,1031.121683,-1.599095167,0.385961592,-4.143145846,3.43E-05,0.000204036
Cenpu,284.3744797,-1.599094958,0.377050022,-4.241068471,2.22E-05,0.0001378
Fam181b,1090.565255,-1.597509074,0.336674475,-4.744966404,2.09E-06,1.58E-05
Osbpl10,219.873273,-1.596825193,0.400959056,-3.982514346,6.82E-05,0.000380352
Nsmce1,897.4152543,-1.595935699,0.404507311,-3.945381597,7.97E-05,0.000437606
Clmp,3599.543684,-1.595693515,0.353380341,-4.515512971,6.32E-06,4.37E-05
Col11a1,1764.752952,-1.595377252,0.473100809,-3.372171892,0.000745779,0.003224295
Kank4,92.01842463,-1.59419133,0.487251875,-3.271801326,0.001068646,0.004422931
Bcar1,4794.52898,-1.593447016,0.325427656,-4.896470807,9.76E-07,7.86E-06
Gpsm2,870.6219116,-1.593335745,0.351847013,-4.528490181,5.94E-06,4.12E-05
Dnah14,267.4626286,-1.591624722,0.417684642,-3.810589525,0.000138636,0.000712199
Plch1,289.4250732,-1.590951114,0.42101238,-3.778870146,0.000157542,0.000798419
Arid3b,332.4033673,-1.590908006,0.383938554,-4.143652651,3.42E-05,0.000203749
Ivns1abp,6525.105331,-1.590628778,0.355619522,-4.472838744,7.72E-06,5.25E-05
Efna4,225.3732643,-1.588890955,0.508119694,-3.12700132,0.001765991,0.006858244
Pdk4,102.9833382,-1.588660089,0.468958105,-3.387637556,0.000704974,0.003075647
Dchs1,4088.761914,-1.587413635,0.318686931,-4.981106785,6.32E-07,5.24E-06
Ino80b,387.0832291,-1.587316786,0.377994166,-4.19931557,2.68E-05,0.000163216
Nup107,1177.339477,-1.586982682,0.332132867,-4.778156091,1.77E-06,1.36E-05
Foxo4,892.0368307,-1.585153847,0.337170021,-4.701348722,2.58E-06,1.92E-05
Odf2l,390.271625,-1.582388779,0.349394238,-4.528949272,5.93E-06,4.11E-05
Rfc1,1957.857432,-1.581329344,0.329015002,-4.806253013,1.54E-06,1.19E-05
Ctc1,2231.888512,-1.580804083,0.31706251,-4.985780504,6.17E-07,5.13E-06
Mex3d,1714.975402,-1.579077332,0.34005941,-4.6435337,3.43E-06,2.49E-05
Cntln,898.6674579,-1.578037975,0.332161139,-4.750820574,2.03E-06,1.54E-05
Flvcr2,153.9896109,-1.576875598,0.442389988,-3.56444685,0.000364624,0.001696641
Chaf1a,3035.829593,-1.576796324,0.357757256,-4.407447497,1.05E-05,6.91E-05
Rps5,8482.961999,-1.575743756,0.419538597,-3.755897,0.000172722,0.00086839
Fbxl19,3473.072815,-1.575532349,0.360311432,-4.37269598,1.23E-05,8.01E-05
Cdk5rap2,3378.484031,-1.574600144,0.320828498,-4.90791857,9.20E-07,7.45E-06
Tbl3,1283.820804,-1.57426098,0.342704659,-4.593637516,4.36E-06,3.09E-05
Stab1,1146.731769,-1.573899808,0.391875286,-4.016328318,5.91E-05,0.000333483
Msl3l2,270.2341009,-1.573383039,0.420574226,-3.741035331,0.000183264,0.000914121
Haus6,718.4457562,-1.573248577,0.337725672,-4.65836242,3.19E-06,2.34E-05
Tdp1,780.5332322,-1.573155975,0.330502314,-4.759893981,1.94E-06,1.48E-05
Brd9,2334.589295,-1.572973874,0.326814703,-4.81304501,1.49E-06,1.16E-05
Casp2,1555.584682,-1.572559441,0.341475881,-4.605184512,4.12E-06,2.94E-05
Ccnf,737.9607547,-1.571151248,0.400673722,-3.921273497,8.81E-05,0.000479296
Eif4a-ps4,155.9312036,-1.568384444,0.425116512,-3.689304928,0.000224868,0.001097393
Jpt2,1543.553965,-1.567524827,0.378033469,-4.146523928,3.38E-05,0.00020144
Rflna,42.77016058,-1.566919434,0.596762273,-2.625701231,0.008647068,0.02653738
Cfap97d2,37.0858261,-1.566333789,0.647067763,-2.420664233,0.015492179,0.043536799
BC052040,224.1459586,-1.565790461,0.385652459,-4.060107547,4.91E-05,0.00028257
Nemp2,380.8737062,-1.564447203,0.367088043,-4.261776522,2.03E-05,0.000126972
Pgf,195.6594666,-1.564338666,0.554519546,-2.821070377,0.00478637,0.016126699
F2r,1535.231606,-1.564094061,0.397602194,-3.933816476,8.36E-05,0.000456993
Slc4a5,80.45007225,-1.563973096,0.607231524,-2.575579552,0.010007225,0.029989412
Cldn34c1,44.02862945,-1.562138831,0.633438401,-2.466125874,0.013658333,0.039114247
Tceal6,97.02409782,-1.561185443,0.465062536,-3.356936586,0.000788112,0.003381413
Mtmr4,4492.588982,-1.561137783,0.321681369,-4.853056268,1.22E-06,9.62E-06
Ptbp1,5182.107716,-1.559754709,0.366454431,-4.256340152,2.08E-05,0.000129431
Ndufa4l2,105.5377531,-1.559491453,0.659528731,-2.364554233,0.018051784,0.049275228
Tchp,1177.60743,-1.558381659,0.336351165,-4.633198344,3.60E-06,2.60E-05
Smtn,1072.378935,-1.557578351,0.447852835,-3.477879853,0.000505396,0.00227594
Adgra3,1416.311399,-1.557330381,0.338116439,-4.605899626,4.11E-06,2.93E-05
Rpa3,383.5260454,-1.557248418,0.367958859,-4.232126446,2.31E-05,0.000142948
Kcnk5,30.667753,-1.556524447,0.641109523,-2.427860438,0.015188187,0.042857808
Ilf3,5876.638436,-1.555617066,0.314942683,-4.939365641,7.84E-07,6.43E-06
Tuba1b,2833.684767,-1.554337843,0.345019388,-4.505073906,6.63E-06,4.56E-05
Zfp628,560.3572061,-1.552450721,0.350974926,-4.423252504,9.72E-06,6.47E-05
Cdhr2,32.9419407,-1.552342303,0.649165805,-2.391287852,0.016789384,0.04647965
Prkn,112.898405,-1.551528252,0.440275633,-3.523993004,0.000425095,0.00194706
Prickle3,101.6213752,-1.551076649,0.547940224,-2.83074062,0.004644037,0.015751248
Alyref,1850.969544,-1.549053488,0.328847549,-4.710552021,2.47E-06,1.84E-05
Anln,979.7589219,-1.548893906,0.380964515,-4.065717,4.79E-05,0.000276766
Zgrf1,548.3424735,-1.548717486,0.372124798,-4.161822851,3.16E-05,0.000189643
Fasn,16013.87782,-1.547900743,0.35968223,-4.303522985,1.68E-05,0.000107025
Zranb3,352.9552639,-1.545310739,0.359058219,-4.303788796,1.68E-05,0.00010694
Fgd6,938.4728624,-1.545274737,0.339728431,-4.548558776,5.40E-06,3.77E-05
Cpsf1,3520.426166,-1.544285657,0.325576642,-4.743232338,2.10E-06,1.59E-05
Nphp4,434.6715642,-1.543118626,0.371069866,-4.158566263,3.20E-05,0.000192054
Rttn,316.8476383,-1.542208342,0.359969565,-4.284274256,1.83E-05,0.000115791
Faap100,775.0388641,-1.542148613,0.382858429,-4.027986574,5.63E-05,0.000318969
Ccdc88c,1496.740337,-1.542023842,0.396164029,-3.892387321,9.93E-05,0.000532433
Nova2,4542.663728,-1.541646197,0.339232977,-4.544505704,5.51E-06,3.84E-05
Zfp422,2062.20931,-1.54025691,0.320277864,-4.809126954,1.52E-06,1.18E-05
Ptk2,2985.051873,-1.539363905,0.316186497,-4.868531447,1.12E-06,8.95E-06
Gcat,255.0083316,-1.538193083,0.426698698,-3.60486941,0.00031231,0.001474051
Dazap1,3536.230946,-1.537783127,0.318137214,-4.833710293,1.34E-06,1.05E-05
Rps9,14244.23198,-1.53691988,0.447097232,-3.437551769,0.000586998,0.002604085
Junb,1739.810679,-1.536549594,0.406769588,-3.777444629,0.000158446,0.000802744
Sox9,1741.483667,-1.536179921,0.370943312,-4.141279471,3.45E-05,0.000205327
Nfatc2ip,462.7440646,-1.535265708,0.347832749,-4.413804373,1.02E-05,6.73E-05
Hnrnpa2b1,35704.32457,-1.534453752,0.311519143,-4.925712545,8.41E-07,6.87E-06
Nup62,1612.484992,-1.533562738,0.339033859,-4.523332104,6.09E-06,4.22E-05
Ipo5,5165.316302,-1.532798936,0.339100604,-4.520189341,6.18E-06,4.28E-05
Hnrnpa3,13363.37153,-1.531145344,0.312226366,-4.903959156,9.39E-07,7.59E-06
B3galt2,890.1698416,-1.528971552,0.581391282,-2.629849467,0.008542268,0.026307723
