"","X.1","X","res.rownames","log_mean_counts","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logpadj","significant","change","SYMBOL","annotation"
"5684",5684,22043,"peak22043","1.710618283",51.35920391,-0.407925469,0.319297267,-1.277572694,0.201400134,0.261518181,0.582498112,"Not Sig","Unchanged","Unc5a","Promoter"
"5698",5698,22070,"peak22070","2.437955392",274.1292589,-1.247426505,0.16287246,-7.658916097,1.88e-14,1.18e-13,12.92668894,"Sig","Unchanged","Prr7","Promoter"
"5721",5721,22186,"peak22186","2.764645874",581.6287616,2.365312546,0.160418508,14.74463625,3.33e-49,1.01e-47,46.9944712,"Sig","Up","Spock1","Promoter"
"5894",5894,22741,"peak22741","2.38574748",243.079022,4.021837542,0.245678689,16.37031505,3.12e-60,1.43e-58,57.84486002,"Sig","Up","Fam81b","Promoter"
"5895",5895,22742,"peak22742","3.059520838",1146.887549,3.492973668,0.141444501,24.69501209,1.21e-134,5.76e-132,131.2393695,"Sig","Up","Fam81b","Promoter"
"6076",6076,23601,"peak23601","2.749103701",561.1819594,0.436703151,0.134383114,3.249687681,0.001155318,0.002534098,2.596176531,"Sig","Unchanged","Plk2","Promoter"
"6749",6749,26706,"peak26706","3.58472843",3843.51367,2.436375265,0.160189789,15.20930443,3.07e-52,1.04e-50,49.98323568,"Sig","Up","Phyhip","Promoter"
"6757",6757,26718,"peak26718","3.381544504",2407.379201,2.40650044,0.43036165,5.591809684,2.25e-08,8.89e-08,7.051313363,"Sig","Up","Hr","Promoter"
"7264",7264,29757,"peak29757","2.69091947",490.816857,-1.577162729,0.173280601,-9.101784738,8.89e-20,7.74e-19,18.11117836,"Sig","Unchanged","Ly6h","Promoter"
"7286",7286,29800,"peak29800","2.310444748",204.38299,0.93687123,0.206557908,4.535634778,5.74e-06,1.76e-05,4.753484155,"Sig","Unchanged","Fam83h","Promoter"
"7313",7313,29839,"peak29839","2.958085732",907.9997554,1.27995823,0.118517911,10.79970293,3.45e-27,4.39e-26,25.35781863,"Sig","Unchanged","Scx","Promoter"
"7529",7529,30338,"peak30338","3.142191386",1387.367082,1.511864296,0.151761525,9.962105291,2.23e-23,2.36e-22,21.62776834,"Sig","Unchanged","Shisa8","Promoter"
"7530",7530,30339,"peak30339","3.211006655",1625.573667,1.206816317,0.185238512,6.514932046,7.27e-11,3.57e-10,9.447876092,"Sig","Unchanged","Shisa8","Promoter"
"7656",7656,30793,"peak30793","2.92528713",841.9516073,1.689936467,0.124105782,13.61690357,3.18e-42,7.55e-41,40.12187362,"Sig","Unchanged","Mapk11","Promoter"
"7714",7714,31050,"peak31050","3.038453951",1092.581772,0.831012721,0.164792088,5.042795016,4.59e-07,1.59e-06,5.798004662,"Sig","Unchanged","Nell2","Promoter"
"8194",8194,32481,"peak32481","2.641875262",438.4047608,0.312215819,0.153710689,2.031191327,0.04223559,0.066286772,1.178573132,"Not Sig","Unchanged","Etv5","Promoter"
"8213",8213,32550,"peak32550","2.045811864",111.1250231,0.890731165,0.230782851,3.859607254,0.000113569,0.000293679,3.53212673,"Sig","Unchanged","Bcl6","Promoter"
"8214",8214,32552,"peak32552","3.367769822",2332.221648,1.884222592,0.117110883,16.08921853,3.04e-58,1.28e-56,55.8911216,"Sig","Unchanged","Bcl6","Promoter"
"8751",8751,35199,"peak35199","3.338041528",2177.918021,2.36174678,0.118189287,19.98274832,7.78e-89,9.73e-87,86.01179706,"Sig","Up","Pde10a","Promoter"
"8752",8752,35238,"peak35238","2.631004943",427.5677525,-0.797497581,0.175591257,-4.541784116,5.58e-06,1.72e-05,4.765550683,"Sig","Unchanged","Pde10a","Promoter"
"8753",8753,35245,"peak35245","1.926736281",84.47657181,1.519710768,0.261322543,5.815459887,6.05e-09,2.53e-08,7.597555049,"Sig","Unchanged","Pde10a","Promoter"
"8754",8754,35253,"peak35253","1.062198219",11.53979832,0.64389248,0.645767629,0.997096247,0.318717795,0.388116968,0.41103737,"Not Sig","Unchanged","Pde10a","Promoter"
"8755",8755,35255,"peak35255","1.743291853",55.37220944,-0.000115182,0.298304805,-0.000386122,0.999691919,0.999714249,0.000124118,"Not Sig","Unchanged","Pde10a","Promoter"
"8756",8756,35256,"peak35256","1.763001476",57.94306662,0.268604907,0.300579729,0.893622828,0.371523728,0.442521252,0.354065867,"Not Sig","Unchanged","Pde10a","Promoter"
"8757",8757,35257,"peak35257","1.405473682",25.43745637,-1.604058652,0.43990308,-3.646391048,0.000265949,0.000649102,3.187686784,"Sig","Unchanged","Pde10a","Promoter"
"9047",9047,36069,"peak36069","2.199852996",158.4356815,2.93704577,0.230065964,12.76610289,2.54e-37,5.02e-36,35.2988833,"Sig","Up","Grm4","Promoter"
"9048",9048,36070,"peak36070","2.009491274",102.2095025,3.286288929,0.316706086,10.37646282,3.17e-25,3.68e-24,23.43404381,"Sig","Up","Grm4","Promoter"
"9049",9049,36075,"peak36075","3.511574575",3247.69005,2.675718825,0.150016232,17.83619533,3.7e-71,2.46e-69,68.60940207,"Sig","Up","Grm4","Promoter"
"9050",9050,36077,"peak36077","3.443629703",2777.344185,1.804393595,0.341853274,5.278269158,1.3e-07,4.79e-07,6.319375865,"Sig","Unchanged","Grm4","Promoter"
"9051",9051,36078,"peak36078","1.957439682",90.66500328,1.245192334,0.25553701,4.872845355,1.1e-06,3.66e-06,5.435971906,"Sig","Unchanged","Grm4","Promoter"
"9052",9052,36079,"peak36079","1.83443662",68.30250321,1.13612994,0.306984544,3.700935314,0.000214806,0.000532522,3.273662045,"Sig","Unchanged","Grm4","Promoter"
"9053",9053,36080,"peak36080","1.236475523",17.23754938,0.838324069,0.553955459,1.513342011,0.130192807,0.178931181,0.747313972,"Not Sig","Unchanged","Grm4","Promoter"
"9115",9115,36230,"peak36230","2.771109613",590.3500621,0.494051289,0.160375441,3.080591939,0.002065896,0.004325603,2.363953309,"Sig","Unchanged","Cdkn1a","Promoter"
"9116",9116,36231,"peak36231","1.937569641",86.61031947,2.436544444,0.295061575,8.25774906,1.48e-16,1.07e-15,14.96940817,"Sig","Up","Cdkn1a","Promoter"
"9275",9275,36576,"peak36576","3.622360943",4191.417702,1.638641284,0.123121981,13.30908809,2.05e-40,4.58e-39,38.3393229,"Sig","Unchanged","Prrt1","Promoter"
"9437",9437,36910,"peak36910","1.885149937",76.76264609,1.178057531,0.277509023,4.245114337,2.18e-05,6.23e-05,4.205252032,"Sig","Unchanged","Vegfa","Promoter"
"9438",9438,36911,"peak36911","1.866441879",73.52615896,-0.808284161,0.268362322,-3.011913726,0.002596064,0.005332555,2.273064662,"Sig","Unchanged","Vegfa","Promoter"
"9439",9439,36912,"peak36912","2.989231806",975.5101798,0.967679426,0.11890517,8.138245184,4.01e-16,2.82e-15,14.5496052,"Sig","Unchanged","Vegfa","Promoter"
"9715",9715,37907,"peak37907","2.086417033",122.01607,-1.458713172,0.288809079,-5.050787111,4.4e-07,1.53e-06,5.815439355,"Sig","Unchanged","Galnt14","Promoter"
"9736",9736,37961,"peak37961","2.205155879",160.3820939,2.157821279,0.218761939,9.863787503,5.98e-23,6.17e-22,21.2097903,"Sig","Up","Fez2","Promoter"
"9737",9737,37963,"peak37963","2.470466154",295.4378634,0.837929441,0.158082124,5.300595805,1.15e-07,4.26e-07,6.370276187,"Sig","Unchanged","Fez2","Promoter"
"10006",10006,39533,"peak39533","3.132653919",1357.231465,1.681355315,0.114468061,14.68842307,7.65e-49,2.3e-47,46.6391195,"Sig","Unchanged","Egr1","Promoter"
"10520",10520,41754,"peak41754","3.236322414",1723.147339,3.20550156,0.137995052,23.22910503,2.31e-119,7.02e-117,116.1534553,"Sig","Up","Pitpnm1","Promoter"
"10521",10521,41755,"peak41755","2.802400274",634.4541955,2.457302859,0.137532435,17.86707888,2.13e-71,1.43e-69,68.84407299,"Sig","Up","Pitpnm1","Promoter"
"10779",10779,42189,"peak42189","2.894164824",783.7270281,1.675819853,0.154189031,10.86860616,1.63e-27,2.1e-26,25.67834626,"Sig","Unchanged","Syt7","Promoter"
"10780",10780,42192,"peak42192","2.849766304",707.5649375,1.890234026,0.133698489,14.13803577,2.21e-45,5.9e-44,43.22917884,"Sig","Unchanged","Syt7","Promoter"
"11043",11043,43185,"peak43185","3.067958663",1169.388081,1.852440868,0.158247699,11.70595766,1.19e-31,1.85e-30,29.73293834,"Sig","Unchanged","Cnnm1","Promoter"
"11044",11044,43188,"peak43188","2.353492823",225.6798701,3.119207969,0.207908035,15.0028255,7.04e-51,2.27e-49,48.64313188,"Sig","Up","Cnnm1","Promoter"
"11045",11045,43191,"peak43191","1.232727228",17.08941623,0.863491669,0.583176441,1.48066967,0.13869462,0.189126531,0.723247543,"Not Sig","Unchanged","Cnnm1","Promoter"
"11188",11188,43580,"peak43580","3.371699528",2353.42048,1.529321942,0.133765458,11.43286138,2.87e-30,4.21e-29,28.37595077,"Sig","Unchanged","Dusp5","Promoter"
"11211",11211,43682,"peak43682","1.832898271",68.06099137,1.383847647,0.290579775,4.762367396,1.91e-06,6.2e-06,5.207669857,"Sig","Unchanged","Afap1l2","Promoter"
"11212",11212,43683,"peak43683","2.387650896",244.146721,1.557859282,0.186312212,8.36155217,6.19e-17,4.58e-16,15.33886366,"Sig","Unchanged","Afap1l2","Promoter"
"11213",11213,43684,"peak43684","1.999664159",99.92269967,1.426557665,0.27266429,5.231919673,1.68e-07,6.1e-07,6.214593966,"Sig","Unchanged","Afap1l2","Promoter"
"11214",11214,43692,"peak43692","2.251516018",178.4497806,1.348064377,0.194358963,6.935951684,4.03e-12,2.17e-11,10.66331394,"Sig","Unchanged","Afap1l2","Promoter"
"11215",11215,43693,"peak43693","2.060784746",115.0230146,0.167060871,0.234980513,0.710956279,0.477111329,0.54679324,0.262176863,"Not Sig","Unchanged","Afap1l2","Promoter"
"11216",11216,43695,"peak43695","3.12760817",1341.554036,2.097488797,0.122512579,17.12059953,1.04e-65,5.82e-64,63.23505281,"Sig","Up","Afap1l2","Promoter"
"11454",11454,44536,"peak44536","3.510714596",3241.265423,0.975411474,0.142292228,6.854987697,7.13e-12,3.77e-11,10.42391413,"Sig","Unchanged","Ajm1","Promoter"
"11538",11538,44711,"peak44711","2.548049558",353.2234747,-0.589880266,0.159950463,-3.687893459,0.000226118,0.000558479,3.252993457,"Sig","Unchanged","Rxra","Promoter"
"11539",11539,44714,"peak44714","1.423641152",26.52413023,-0.809316229,0.436987414,-1.852035557,0.064020717,0.095775438,1.018745854,"Not Sig","Unchanged","Rxra","Promoter"
"11540",11540,44716,"peak44716","2.185499137",153.2848159,0.473144885,0.201174493,2.351912899,0.018677148,0.031998874,1.494865299,"Sig","Unchanged","Rxra","Promoter"
"11542",11542,44751,"peak44751","3.232790108",1709.189076,0.82659716,0.138022418,5.988861603,2.11e-09,9.17e-09,8.037567081,"Sig","Unchanged","Olfm1","Promoter"
"11543",11543,44753,"peak44753","3.147011644",1402.851317,2.267219614,0.146833639,15.44073707,8.71e-54,3.13e-52,51.50433278,"Sig","Up","Olfm1","Promoter"
"12233",12233,47356,"peak47356","2.937475505",865.9154819,0.140837707,0.135499358,1.039397597,0.298619861,0.367107646,0.43520657,"Not Sig","Unchanged","Fjx1","Promoter"
"12368",12368,47827,"peak47827","2.771427477",590.7823024,-1.057564686,0.186206129,-5.67953748,1.35e-08,5.45e-08,7.26325309,"Sig","Unchanged","Gm14207","Promoter"
"12474",12474,48097,"peak48097","2.379085434",239.3786614,-2.283789325,0.247692544,-9.220258654,2.96e-20,2.65e-19,18.57650856,"Sig","Down","Fbn1","Promoter"
"12857",12857,49453,"peak49453","2.597231444",395.5773746,-1.571679173,0.208645931,-7.532757372,4.97e-14,3.05e-13,12.51566939,"Sig","Unchanged","Epb41l1","Promoter"
"12858",12858,49465,"peak49465","3.468169086",2938.793604,0.777531014,0.147463629,5.272696868,1.34e-07,4.93e-07,6.306908902,"Sig","Unchanged","Epb41l1","Promoter"
"12859",12859,49468,"peak49468","1.508380579",32.23892702,-0.141888284,0.416676505,-0.340523842,0.733462071,0.781378696,0.107138434,"Not Sig","Unchanged","Epb41l1","Promoter"
"12862",12862,49494,"peak49494","1.713308034",51.67827803,-0.224191694,0.305560774,-0.73370574,0.4631281,0.533231533,0.273084176,"Not Sig","Unchanged","Dlgap4","Promoter"
"12863",12863,49497,"peak49497","2.863015125",729.4829159,2.375549001,0.1378372,17.23445487,1.46e-66,8.37e-65,64.07742051,"Sig","Up","Dlgap4","Promoter"
"12864",12864,49498,"peak49498","2.986624254",969.6706573,-0.154823635,0.137333508,-1.127355138,0.259592359,0.325647865,0.487251765,"Not Sig","Unchanged","Dlgap4","Promoter"
"12865",12865,49503,"peak49503","2.274348964",188.0827489,-0.786902902,0.192311887,-4.091805844,4.28e-05,0.000117408,3.930301739,"Sig","Unchanged","Dlgap4","Promoter"
"12961",12961,49843,"peak49843","2.366868511",232.7386499,2.873267863,0.20092295,14.30034677,2.18e-46,6.02e-45,44.22007949,"Sig","Up","Rims4","Promoter"
"12962",12962,49844,"peak49844","2.857602939",720.4484952,2.047912354,0.176891315,11.57723519,5.38e-31,8.13e-30,29.08975521,"Sig","Up","Rims4","Promoter"
"12992",12992,49901,"peak49901","2.26859223",185.6060937,1.781447053,0.213831568,8.331076043,8.01e-17,5.89e-16,15.22975083,"Sig","Unchanged","Slc12a5","Promoter"
"12993",12993,49902,"peak49902","3.352537456",2251.839622,2.367456495,0.149279419,15.85922901,1.21e-56,4.89e-55,54.31097966,"Sig","Up","Slc12a5","Promoter"
"12994",12994,49905,"peak49905","2.351662354",224.730674,1.736516136,0.180786859,9.605322794,7.59e-22,7.39e-21,20.13145392,"Sig","Unchanged","Slc12a5","Promoter"
"12997",12997,49925,"peak49925","1.651905793",44.86480585,1.395082045,0.387328292,3.601807751,0.000316012,0.000761863,3.118123184,"Sig","Unchanged","Cdh22","Promoter"
"12998",12998,49926,"peak49926","1.139138067",13.77647368,0.911331946,0.623907111,1.460685301,0.144101825,0.19556177,0.708716041,"Not Sig","Unchanged","Cdh22","Promoter"
"12999",12999,49937,"peak49937","2.998706776",997.02667,1.480705443,0.138638191,10.68035753,1.26e-26,1.56e-25,24.80657631,"Sig","Unchanged","Cdh22","Promoter"
"13185",13185,50654,"peak50654","3.286654694",1934.882933,0.983838663,0.140931993,6.980946229,2.93e-12,1.59e-11,10.79737316,"Sig","Unchanged","Mir124a-3","Promoter"
"13211",13211,50703,"peak50703","2.321151719",209.4844151,2.495842348,0.194007108,12.86469541,7.11e-38,1.44e-36,35.8410983,"Sig","Up","Zbtb46","Promoter"
"13212",13212,50707,"peak50707","3.01010328",1023.536371,0.360068859,0.328318104,1.096707293,0.272769368,0.339646502,0.468972854,"Not Sig","Unchanged","Zbtb46","Promoter"
"13213",13213,50708,"peak50708","3.152580255",1420.954772,1.071785898,0.147606057,7.261124076,3.84e-13,2.22e-12,11.65368146,"Sig","Unchanged","Zbtb46","Promoter"
"13297",13297,51210,"peak51210","2.532338483",340.6736026,-0.510513602,0.159066099,-3.209443149,0.001329923,0.002885836,2.539728419,"Sig","Unchanged","Fndc3b","Promoter"
"13692",13692,52810,"peak52810","3.254552501",1797.018305,1.611742775,0.115867002,13.91028283,5.49e-44,1.39e-42,41.856446,"Sig","Unchanged","Zbtb7b","Promoter"
"13955",13955,53603,"peak53603","3.225279757",1679.885793,1.867193693,0.133817981,13.95323471,3.01e-44,7.71e-43,42.11310475,"Sig","Unchanged","Kcna2","Promoter"
"14452",14452,55846,"peak55846","2.190657726",155.1164034,0.801095832,0.198896649,4.027698991,5.63e-05,0.000152059,3.817988281,"Sig","Unchanged","Cntfr","Promoter"
"14453",14453,55850,"peak55850","3.420330705",2632.271644,0.966970834,0.178497078,5.417292221,6.05e-08,2.3e-07,6.638738156,"Sig","Unchanged","Cntfr","Promoter"
"14569",14569,56153,"peak56153","3.111274246",1292.034905,2.322552884,0.173331838,13.3994592,6.09e-41,1.38e-39,38.85958503,"Sig","Up","Tmod1","Promoter"
"14570",14570,56161,"peak56161","1.805427907",63.8892672,1.37111844,0.315920128,4.340079398,1.42e-05,4.16e-05,4.381237454,"Sig","Unchanged","Tmod1","Promoter"
"14571",14571,56162,"peak56162","2.92220816",836.0036236,1.092640379,0.120191027,9.090864789,9.83e-20,8.54e-19,18.06871134,"Sig","Unchanged","Tmod1","Promoter"
"14572",14572,56165,"peak56165","2.318151604",208.0422796,0.957863938,0.232675543,4.116736654,3.84e-05,0.000106157,3.974050614,"Sig","Unchanged","Tmod1","Promoter"
"14573",14573,56166,"peak56166","1.43174885",27.02395135,-0.000725667,0.436346701,-0.001663051,0.998673078,0.99885156,0.000499048,"Not Sig","Unchanged","Tmod1","Promoter"
"14574",14574,56167,"peak56167","1.31016476",20.42512674,-0.563778999,0.489568025,-1.151584602,0.249491812,0.314625672,0.502205844,"Not Sig","Unchanged","Tmod1","Promoter"
"14588",14588,56205,"peak56205","2.624728415",421.432879,1.231266679,0.155554403,7.915344424,2.47e-15,1.65e-14,13.78239251,"Sig","Unchanged","Gabbr2","Promoter"
"14589",14589,56209,"peak56209","2.472863411",297.0731564,0.207086309,0.156064829,1.326924913,0.184533522,0.242379551,0.615504024,"Not Sig","Unchanged","Gabbr2","Promoter"
"14590",14590,56227,"peak56227","2.107687644",128.1408627,1.224814266,0.219415728,5.582162574,2.38e-08,9.37e-08,7.028155366,"Sig","Unchanged","Gabbr2","Promoter"
"14591",14591,56248,"peak56248","3.24991351",1777.925299,0.922688982,0.338291733,2.72749492,0.006381724,0.012118184,1.916562455,"Sig","Unchanged","Gabbr2","Promoter"
"14628",14628,56411,"peak56411","3.228244557",1691.39311,-1.742852154,0.106855505,-16.31036372,8.33e-60,3.75e-58,57.42555064,"Sig","Unchanged","Zfp462","Promoter"
"14892",14892,57768,"peak57768","3.100135511",1259.31829,1.867369332,0.119236013,15.66111848,2.79e-55,1.07e-53,52.97073684,"Sig","Unchanged","Ak4","Promoter"
"14893",14893,57769,"peak57769","2.687976388",487.5019847,1.338143049,0.145109472,9.221610647,2.93e-20,2.62e-19,18.58189822,"Sig","Unchanged","Ak4","Promoter"
"14894",14894,57772,"peak57772","3.252756138",1789.600689,2.125850025,0.119248083,17.8271211,4.35e-71,2.88e-69,68.54019663,"Sig","Up","Ak4","Promoter"
"14961",14961,58086,"peak58086","3.053040661",1129.901698,0.040297789,0.138545014,0.290864228,0.771155161,0.813767324,0.089499753,"Not Sig","Unchanged","Lrp8","Promoter"
"14964",14964,58090,"peak58090","2.732381462",539.9847087,0.382491252,0.138730994,2.757071366,0.005832162,0.011172706,1.951841623,"Sig","Unchanged","Lrp8","Promoter"
"14965",14965,58092,"peak58092","2.559534452",362.6890564,-0.000940416,0.186755399,-0.00503555,0.995982229,0.996901865,0.001347592,"Not Sig","Unchanged","Lrp8","Promoter"
"14966",14966,58093,"peak58093","2.404864073",254.0177547,-0.918352119,0.179419325,-5.118468258,3.08e-07,1.09e-06,5.963225217,"Sig","Unchanged","Lrp8","Promoter"
"15271",15271,58855,"peak58855","3.117254042",1309.947957,-1.415367031,0.130738345,-10.82595186,2.59e-27,3.32e-26,25.47946153,"Sig","Unchanged","Csmd2","Promoter"
"15353",15353,59088,"peak59088","2.822890228",665.1050235,-0.571803798,0.147634962,-3.87309205,0.000107463,0.000278904,3.554545059,"Sig","Unchanged","Sdc3","Promoter"
"15354",15354,59091,"peak59091","2.297934233",198.5794179,-1.101976289,0.181513748,-6.071034832,1.27e-09,5.63e-09,8.249798032,"Sig","Unchanged","Sdc3","Promoter"
"15355",15355,59092,"peak59092","2.125650206",133.5519414,-0.709111765,0.242867666,-2.919745463,0.003503174,0.007019361,2.153702435,"Sig","Unchanged","Sdc3","Promoter"
"15356",15356,59093,"peak59093","2.750974853",563.6050201,-2.507293176,0.138903624,-18.05059585,7.8e-73,5.59e-71,70.25254248,"Sig","Down","Sdc3","Promoter"
"15426",15426,59291,"peak59291","3.044641229",1108.258903,1.796507903,0.168222164,10.67937696,1.27e-26,1.58e-25,24.80223401,"Sig","Unchanged","Trnp1","Promoter"
"15440",15440,59324,"peak59324","2.424149422",265.5519052,2.304010305,0.179432099,12.84056932,9.72e-38,1.96e-36,35.70846704,"Sig","Up","Rps6ka1","Promoter"
"15441",15441,59325,"peak59325","2.201288453",158.9602192,3.135703235,0.240664603,13.02934953,8.33e-39,1.75e-37,36.75727154,"Sig","Up","Rps6ka1","Promoter"
"15442",15442,59326,"peak59326","1.751885627",56.47882161,3.041729359,0.370759919,8.204040415,2.32e-16,1.66e-15,14.77940557,"Sig","Up","Rps6ka1","Promoter"
"15443",15443,59328,"peak59328","3.391432355",2462.818203,2.529321824,0.384624091,6.576087883,4.83e-11,2.4e-10,9.61940664,"Sig","Up","Rps6ka1","Promoter"
"15743",15743,60493,"peak60493","2.835523885",684.7371413,-1.022412278,0.154253467,-6.628131577,3.4e-11,1.71e-10,9.766742705,"Sig","Unchanged","Disp3","Promoter"
"15928",15928,61072,"peak61072","2.955860914",903.3601198,2.506566452,0.169294686,14.80593695,1.34e-49,4.13e-48,47.38367364,"Sig","Up","Mmp23","Promoter"
"15978",15978,61182,"peak61182","2.814209532",651.9428579,0.211597941,0.147946697,1.430230923,0.152650753,0.20566428,0.68684113,"Not Sig","Unchanged","Fzd1","Promoter"
"16093",16093,61909,"peak61909","3.178234474",1507.420698,0.431334419,0.133251709,3.236989765,0.001207977,0.002640224,2.578359148,"Sig","Unchanged","Agap3","Promoter"
"16094",16094,61911,"peak61911","2.327031479",212.3398368,1.897413347,0.188516435,10.06497575,7.89e-24,8.52e-23,22.06946582,"Sig","Unchanged","Agap3","Promoter"
"16095",16095,61912,"peak61912","1.482932958",30.40415642,1.811572967,0.469269475,3.860410839,0.000113197,0.000292783,3.533454574,"Sig","Unchanged","Agap3","Promoter"
"16168",16168,62273,"peak62273","3.547503634",3527.797383,2.574497718,0.379012037,6.792654236,1.1e-11,5.74e-11,10.24130294,"Sig","Up","Gm9899","Promoter"
"16273",16273,62518,"peak62518","2.627367056",424.0011712,0.26258193,0.195004071,1.346545889,0.178126532,0.235046802,0.628845653,"Not Sig","Unchanged","Dok7","Promoter"
"16274",16274,62520,"peak62520","2.090923988",123.2889029,0.398594704,0.222305938,1.793000711,0.07297281,0.107628585,0.96807237,"Not Sig","Unchanged","Dok7","Promoter"
"16276",16276,62547,"peak62547","2.951059957",893.4288188,-1.008222748,0.187611248,-5.373999473,7.7e-08,2.9e-07,6.537752675,"Sig","Unchanged","Adra2c","Promoter"
"16342",16342,62783,"peak62783","3.164358567",1460.019199,2.082796417,0.16561877,12.5758476,2.87e-36,5.46e-35,34.26253787,"Sig","Up","Hs3st1","Promoter"
"16377",16377,62925,"peak62925","1.467388078",29.33513411,0.292165584,0.438929295,0.665632456,0.505646056,0.574065667,0.241038426,"Not Sig","Unchanged","Kcnip4","Promoter"
"16378",16378,62927,"peak62927","1.527955324",33.7252614,0.57649975,0.402406066,1.432631859,0.151963072,0.204820986,0.688625547,"Not Sig","Unchanged","Kcnip4","Promoter"
"16379",16379,62931,"peak62931","1.712305657",51.55913902,0.620261732,0.335187023,1.850494468,0.064242315,0.096071637,1.01740481,"Not Sig","Unchanged","Kcnip4","Promoter"
"16380",16380,62936,"peak62936","1.682179338",48.10379482,0.495200572,0.333476486,1.484963988,0.137553364,0.187781911,0.726346246,"Not Sig","Unchanged","Kcnip4","Promoter"
"16381",16381,62957,"peak62957","2.898532225",791.6481926,3.830675068,0.145669363,26.29705368,2.07e-152,1.61e-149,148.7921882,"Sig","Up","Kcnip4","Promoter"
"16584",16584,63864,"peak63864","3.193485141",1561.295617,1.632429521,0.376606745,4.334573246,1.46e-05,4.26e-05,4.371012157,"Sig","Unchanged","Sowahb","Promoter"
"16585",16585,63865,"peak63865","3.047078862",1114.496892,0.815246146,0.139351256,5.850296357,4.91e-09,2.07e-08,7.684599675,"Sig","Unchanged","Sowahb","Promoter"
"16684",16684,64507,"peak64507","2.802004437",633.8761879,1.378299624,0.168567846,8.176527481,2.92e-16,2.07e-15,14.68309591,"Sig","Unchanged","Tgfbr3","Promoter"
"16729",16729,64618,"peak64618","3.105428021",1274.758805,3.154219825,0.161390961,19.54396827,4.64e-85,5.06e-83,82.29553282,"Sig","Up","Galnt9","Promoter"
"16984",16984,65535,"peak65535","3.10197229",1264.655654,2.662450701,0.117602528,22.63940029,1.77e-113,4.54e-111,110.3429872,"Sig","Up","Sh2b3","Promoter"
"16985",16985,65536,"peak65536","1.981146991",95.75180977,1.916101404,0.264052303,7.256522221,3.97e-13,2.29e-12,11.63944107,"Sig","Unchanged","Sh2b3","Promoter"
"17065",17065,65720,"peak65720","1.253387012",17.92202223,0.302069723,0.52680614,0.573398257,0.56637507,0.630830502,0.200087316,"Not Sig","Unchanged","Clip1","Promoter"
"17066",17066,65722,"peak65722","1.735011978",54.32653147,1.018784243,0.31891504,3.194531823,0.001400578,0.003027121,2.518970226,"Sig","Unchanged","Clip1","Promoter"
"17067",17067,65724,"peak65724","1.333291538",21.54227365,1.638607012,0.515282671,3.180015751,0.00147267,0.003171072,2.498793892,"Sig","Unchanged","Clip1","Promoter"
"17068",17068,65725,"peak65725","1.049905871",11.21775294,2.181819669,0.785199195,2.778683018,0.005457976,0.010517523,1.978086509,"Sig","Up","Clip1","Promoter"
"17069",17069,65728,"peak65728","1.466711829",29.28949129,1.512778863,0.47936963,3.155767012,0.001600767,0.003422537,2.465651832,"Sig","Unchanged","Clip1","Promoter"
"17070",17070,65731,"peak65731","3.180649886",1515.827864,0.828820179,0.13104503,6.324697543,2.54e-10,1.19e-09,8.92411306,"Sig","Unchanged","Clip1","Promoter"
"17181",17181,66034,"peak66034","3.099027291",1256.108895,3.567112036,0.124815263,28.57913339,1.22e-179,2.23e-176,175.6514796,"Sig","Up","Caln1","Promoter"
"17183",17183,66037,"peak66037","3.039883883",1096.185072,3.35969003,0.13694299,24.53349412,6.49e-133,2.88e-130,129.5411221,"Sig","Up","Caln1","Promoter"
"17184",17184,66045,"peak66045","2.814647565",652.6007446,1.59386692,0.162359025,9.816928359,9.52e-23,9.72e-22,21.01233527,"Sig","Unchanged","Caln1","Promoter"
"17277",17277,66487,"peak66487","2.731310009",538.6541482,-1.083393079,0.156417966,-6.926270104,4.32e-12,2.32e-11,10.63447375,"Sig","Unchanged","Vgf","Promoter"
"17883",17883,68832,"peak68832","3.545599209",3512.361507,2.414733225,0.14775927,16.34234675,4.93e-60,2.24e-58,57.64899631,"Sig","Up","Chn2","Promoter"
"17884",17884,68843,"peak68843","2.397409507",249.6948052,3.041222812,0.198769823,15.30022401,7.62e-53,2.64e-51,50.57918488,"Sig","Up","Chn2","Promoter"
"17885",17885,68870,"peak68870","1.944105598",87.92362758,0.881388934,0.255488845,3.449813769,0.000560973,0.001298655,2.886506179,"Sig","Unchanged","Chn2","Promoter"
"17886",17886,68871,"peak68871","2.110802101",129.0631027,1.549524089,0.218483131,7.092190973,1.32e-12,7.37e-12,11.13269491,"Sig","Unchanged","Chn2","Promoter"
"17887",17887,68877,"peak68877","2.01662961",103.9033644,1.152081839,0.243639119,4.728640634,2.26e-06,7.27e-06,5.138714054,"Sig","Unchanged","9130019P16Rik","Promoter"
"17888",17888,68883,"peak68883","2.63300568",429.5420442,1.574913543,0.188951869,8.334998502,7.75e-17,5.71e-16,15.24368113,"Sig","Unchanged","9130019P16Rik","Promoter"
"17889",17889,68884,"peak68884","2.309289892",203.8402258,1.82118401,0.186941469,9.742001161,2e-22,2e-21,20.69825961,"Sig","Unchanged","9130019P16Rik","Promoter"
"17986",17986,69295,"peak69295","2.704080442",505.9183615,0.88581813,0.161767014,5.475888497,4.35e-08,1.67e-07,6.776015208,"Sig","Unchanged","Atoh8","Promoter"
