"","p14_1","p14_2","p14_3","p60_1","p60_2","p60_3","p7_1","p7_2","p7_3","Gene"
"Fbxo7",11.0792253095037,11.3319639589969,10.9427597502512,10.497385162237,10.4407904632524,10.5427649708381,11.1360420903274,11.228950224697,11.1991358904743,"Fbxo7"
"Fbxo8",10.292666282775,10.1760923695633,10.1172579390109,10.1085837553704,10.1105581339944,10.1897335579726,9.66807870717819,9.65861705894504,9.20754845538317,"Fbxo8"
"Fbxo9",11.9613195485517,11.9507479350544,12.2014624015795,12.2236499778804,12.1930576348548,12.2639901489015,10.9600724747564,11.173453421597,11.2842227955475,"Fbxo9"
"Fbxw10",5.72839567894841,5.27033308626254,5.37173878818834,5.83484681888541,6.16848465699849,6.12654892561757,5.38012710352215,5.50405349911094,5.46572700750136,"Fbxw10"
"Fbxw11",12.8006132336528,12.8614378657234,12.9913252961689,12.9716051967771,13.0721812269846,13.4575943724564,12.186350279491,12.1440625983736,12.0178758660242,"Fbxw11"
"Fbxw15",3.94681959180372,4.26915876137029,3.94681959180372,5.1664440179768,5.21407974983523,5.13519563191127,3.94681959180372,3.94681959180372,4.62895390602379,"Fbxw15"
"Fbxw17",8.51108613121585,8.65132424973382,8.66969746416488,8.73303893467641,8.82031856613414,8.62753758302063,8.8292358527895,8.66932884172224,8.9136379261699,"Fbxw17"
"Fbxw2",11.2259883741308,11.2951569066899,11.2385899529549,11.3265046467603,11.2586433348202,11.3009268748326,11.1934269942571,11.1838212480306,11.0715242453591,"Fbxw2"
"Fbxw23",3.94681959180372,3.94681959180372,3.94681959180372,4.82166923979832,4.69384908674737,4.92589336506064,3.94681959180372,3.94681959180372,3.94681959180372,"Fbxw23"
"Fbxw4",9.31151265739609,9.3858751343592,9.4728743635623,9.45467377386026,9.34397581696594,9.147827571156,9.76633097389605,9.71154449421311,9.91938512427775,"Fbxw4"
"Fbxw5",11.2988716990314,11.566990864245,11.500290696431,11.59159244275,11.5587465434413,11.2212304692979,11.3567835673449,11.3535712141636,11.7068253751201,"Fbxw5"
"Fbxw7",12.4611724933537,12.4419376134901,12.2839727003993,12.4578701995498,12.5004474600107,12.595176998724,11.5169629364742,11.6757899382289,11.3728729014538,"Fbxw7"
"Fbxw8",11.5146035613409,11.587068184102,11.67678300275,11.7615628826624,11.7102421329119,11.6422130976384,11.7581848484927,11.7993495348743,12.0986570332275,"Fbxw8"
"Fbxw9",9.18269212619545,9.34012326476226,9.55615079923066,9.05217408933134,8.88309663973939,8.7563807654398,9.74688258938851,9.84984517558653,9.86968824174018,"Fbxw9"
"Fcer1g",6.68650045354917,6.75845112351602,7.08279280818774,6.89333427317773,6.7536891224205,6.79164128353727,7.6967771139705,7.51235912228777,7.9589148866616,"Fcer1g"
"Fcer2a",5.9527421405291,5.78477464189227,5.91844838363206,6.45560275256881,6.55212149223433,6.18527919021493,5.5598841983811,5.38582614006356,5.50843180518919,"Fcer2a"
"Fcf1",8.57170366835941,8.63456018342707,8.50396210198663,8.77219891052522,8.25706584364289,8.57608203900779,8.86578601178286,8.84312033586999,9.01515169394272,"Fcf1"
"Fcgbp",5.34396695540261,5.12260116467598,4.94452400717006,5.10709643209479,4.59553872099476,4.79865924143784,4.88806911319733,4.92002524512407,5.16714679173093,"Fcgbp"
"Fcgr1",7.4642625999988,7.46244902042083,7.68102317518164,7.49476218594096,7.30641656711082,7.35807177068132,7.06592284336866,7.4531444226832,7.6564992539766,"Fcgr1"
"Fcgr2b",6.82429817022672,6.90783460768936,6.71865143904401,6.75696550666559,6.42989345158149,6.39720946188383,6.23428311445466,6.70826738249008,6.80525763685115,"Fcgr2b"
"Fcgr3",7.34593804818001,7.68060336143107,8.17015059984855,7.60355746524352,7.27693420589575,7.48331289953785,7.94551688345299,8.04539140882159,8.34489147249441,"Fcgr3"
"Fcgr4",4.7250186872057,4.78939785464179,4.8150177324411,5.04383898986576,4.69384908674737,4.55346984993606,4.88806911319733,4.85018350304565,5.10776852115503,"Fcgr4"
"Fcgrt",10.0464755674843,9.64889436576448,10.200777596646,10.424372486909,9.99125387686488,9.96581305131224,9.27417247367919,9.33482339265839,9.71946708045199,"Fcgrt"
"Fcho1",10.3147063955949,10.4178557087233,10.4267335659119,10.687385404651,10.9136544058324,10.383514355603,10.7716913737428,10.5996268313385,11.0195843871687,"Fcho1"
"Fcho2",10.5282680247455,10.4088590088733,9.84814443977157,10.1989187199575,10.3950876729031,10.4761215732557,10.7351544870796,10.7589348947879,9.63910758273836,"Fcho2"
"Fchsd1",11.5118809556524,11.5350262387197,11.6012910056149,11.700526840749,11.5996127155232,11.2780664020352,10.9048531809422,10.8125359598164,11.323637970283,"Fchsd1"
"Fchsd2",11.1556357684945,11.1188176206148,10.9207972565412,10.6646998811332,10.9838573041719,10.9557636609476,11.5621599589143,11.4992201232371,11.2644472113147,"Fchsd2"
"Fcmr",4.86331195426415,4.89850070263331,5.44673706065815,3.94681959180372,4.47796538215946,4.55346984993606,4.95062787759862,4.68833319517471,5.04447783797388,"Fcmr"
"Fcna",6.41015472664086,5.78477464189227,5.81654836995818,5.42051517239296,5.2625661897731,5.03649713111895,6.0688683619773,5.85728242868751,6.57095058594587,"Fcna"
"Fcnaos",5.67246699548421,5.5691828427632,5.55062359628966,4.97593095163481,5.43698964137173,5.34610297466505,5.16469335417473,5.20508186463805,5.54960147743089,"Fcnaos"
"Fcor",8.02104939776909,8.42300900682037,8.57837848968595,8.32231464968636,8.01839790362197,7.96239646432467,6.74569534669289,6.77980040452903,7.26104955530999,"Fcor"
"Fcrl1",4.44254217144345,4.66175414106674,4.65918668651895,3.94681959180372,3.94681959180372,4.44335055821301,4.74623803316136,4.59072332715974,4.34308198590873,"Fcrl1"
"Fcrla",4.55248688125715,4.26915876137029,4.8823193403231,4.50514889364436,3.94681959180372,3.94681959180372,3.94681959180372,3.94681959180372,4.34308198590873,"Fcrla"
"Fcrlb",5.45283755948634,5.6698031989542,5.58327036839508,6.01294934869578,5.58776834821306,5.48920536554771,5.11555484286124,5.10116359810749,5.22317433573945,"Fcrlb"
"Fcrls",8.48536352004369,8.86517214142398,9.08380969044116,8.09992196126623,7.8021967172023,7.64597495514774,9.68521000625151,9.61521318451118,9.93154625612284,"Fcrls"
"Fdft1",11.1585399540876,11.3193626239388,11.2652605262794,10.9631263974587,10.9285970237133,10.8450897016837,11.2387903082529,11.3592997233511,11.4043713946028,"Fdft1"
"Fdps",7.12368691863243,7.26446514149099,7.00846478389895,6.74095222649092,6.48362732849437,6.36413718304727,7.4689195978802,7.54512093827667,7.69799244499537,"Fdps"
"Fdx1",8.3163720797896,8.40992612161905,8.66969746416488,8.94319732475115,8.34430763731243,8.94388837879237,8.8837188703937,8.57386877054699,8.92759377586299,"Fdx1"
"Fdx1l",4.44254217144345,5.03945766442871,4.56528737666322,4.97593095163481,5.05265330721615,4.92589336506064,5.2562692110534,5.15449033471646,5.16714679173093,"Fdx1l"
"Fdxacb1",8.2036241013752,8.11557849093712,8.19404109383138,8.24638614596491,8.00058175270807,8.03038234562728,8.3288539112948,8.25714384810946,8.13803859721212,"Fdxacb1"
"Fdxr",9.42975606204246,9.51348694699613,9.52642214424312,9.90893088541403,9.65527530163778,9.52020606327217,9.31437598877585,9.47445141548983,9.80694448419593,"Fdxr"
"Fech",11.1310069851229,10.9788347697648,11.109876260946,11.0954594517424,11.1674409232385,11.1845361993079,10.1363047408492,10.0487522812752,10.1041690652384,"Fech"
"Fem1a",10.9763270609673,11.0573432610699,11.2149145102493,10.8183505300064,10.7381781261646,10.6518385488764,11.1607407474984,11.2519202359754,11.3836597338985,"Fem1a"
"Fem1b",12.7873533757526,12.6961662522635,12.6279821714409,12.3556826827472,12.4615045258714,12.6446430974472,12.4733587195819,12.6024496246411,12.2935985095915,"Fem1b"
"Fem1c",11.7503794388171,11.5629416506404,11.4858875414902,11.5019496348928,11.8625613875903,11.9090387440578,10.9041219592123,11.0987140915718,10.5818897724235,"Fem1c"
"Fen1",9.40843387351931,9.55857160675077,9.46309934874051,9.5250848095376,9.49327153320177,9.49459744294813,10.5623941049882,10.5801349856667,10.7492295271594,"Fen1"
"Fendrr",5.13334508598223,5.08194174594527,5.05704934452337,5.04383898986576,5.3959343917617,4.98291715482818,5.97755202855111,5.80023540633388,5.73627095072821,"Fendrr"
"Fer",9.36481913009149,9.39253133162467,9.49030404924028,9.08363275378299,9.461165055897,9.47789120135603,9.76954701797044,9.82355763704489,9.51988405241683,"Fer"
"Fer1l5",8.55059984473272,8.59755352345453,8.60709915157523,8.99706498610627,8.95560120549064,9.09279371470726,8.52077803183489,8.50098891457483,8.66137848170049,"Fer1l5"
"Fer1l6",5.22283915066365,5.30416826538087,5.40987294261556,5.27553129475972,5.30889509069651,5.26681991231849,5.06378069934473,4.85018350304565,4.73210749613293,"Fer1l6"
"Ferd3l",4.64451239691233,3.94681959180372,3.94681959180372,3.94681959180372,4.32345067233676,3.94681959180372,4.45625851106335,3.94681959180372,4.62895390602379,"Ferd3l"
"Fermt1",4.92434262379694,4.94805273773266,4.8823193403231,3.94681959180372,4.32345067233676,4.44335055821301,6.15417873679482,6.1978959058007,6.04145060869265,"Fermt1"
"Fermt2",11.9354780416466,11.9095966431433,11.8468484174668,11.5595342192486,11.6817461968437,11.7231645692648,11.7208869363894,11.7196485213985,11.5193116505223,"Fermt2"
"Fermt3",7.8924693778371,8.05796739644878,7.99619634519823,7.72080085515463,7.38216117346705,7.3743448868376,7.89320280756236,7.84355724417291,8.25907330680544,"Fermt3"
"Fes",7.04447061712543,7.18147566808774,7.33756165187258,6.99088223076586,7.09713834892733,7.02769129747863,7.9849235817128,7.62387126020254,7.86018408714177,"Fes"
"Fez1",13.4845647049736,13.5722824056302,13.7815032022203,13.913718504412,13.7065639965955,13.7539262916559,12.6361002723579,12.7150712867308,13.0116983569486,"Fez1"
"Fez2",10.538114597247,10.4785271239473,10.8233450780443,11.3019922741894,11.3590085253102,11.3425174262553,10.0290346349915,9.9923494508012,10.0840770553619,"Fez2"
"Fezf1",4.44254217144345,4.66175414106674,4.65918668651895,4.34284185378424,4.32345067233676,3.94681959180372,4.56916238365795,4.59072332715974,5.04447783797388,"Fezf1"
"Fezf2",4.2982061523158,4.58756062908026,4.30570654161492,4.34284185378424,3.94681959180372,4.44335055821301,4.56916238365795,5.29931068946088,3.94681959180372,"Fezf2"
"Ffar2",4.44254217144345,4.7284351313303,4.94452400717006,4.34284185378424,4.69384908674737,4.44335055821301,4.45625851106335,4.98454309832297,4.90292144618743,"Ffar2"
"Ffar3",4.44254217144345,4.66175414106674,4.65918668651895,3.94681959180372,3.94681959180372,4.29878195671709,3.94681959180372,3.94681959180372,3.94681959180372,"Ffar3"
"Ffar4",4.2982061523158,3.94681959180372,4.45307066566371,3.94681959180372,3.94681959180372,3.94681959180372,4.56916238365795,3.94681959180372,4.73210749613293,"Ffar4"
"Fgd1",10.6685277132816,10.6721008571692,10.6386282524929,10.102457699007,10.2808210179266,10.1040489748587,11.0730302251439,11.1157358890013,11.284899900589,"Fgd1"
"Fgd2",6.42618515411571,6.66043019620823,6.57737930339009,6.39475654870139,6.29551336402215,6.46101917776268,7.44480193376318,7.22901970721332,7.43854812973642,"Fgd2"
"Fgd3",10.0564764379031,10.1049485184911,10.053563515916,10.149267637035,10.3595442125989,10.138699947778,8.82305290007166,8.90088078067513,9.21609932024783,"Fgd3"
"Fgd4",11.4815881771486,11.1777789838261,10.8233450780443,10.7157512866315,11.067241001072,11.2651477620998,10.8159039448704,10.9464374097185,10.0621217901423,"Fgd4"
"Fgd5",8.95556412686159,9.03226145776855,8.99430504896324,8.07503451601031,8.40417462972332,8.07562803921682,9.25364209061169,9.2260971011807,9.28544939140467,"Fgd5"
"Fgd6",9.72140671795474,9.74823021657775,9.61912061760613,9.41319230180967,9.81789856926044,9.87517767079617,10.4960043528497,10.4637019290159,10.2651999515629,"Fgd6"
"Fgf1",11.2446939757115,11.1303068031215,11.2686300613808,11.9852549494149,12.7192975716273,12.4623616784742,9.10365492909345,9.24603558923085,9.22459973514579,"Fgf1"
"Fgf10",7.76962445622951,7.77063906371464,7.75373621286568,6.89333427317773,6.53531773126787,7.08841672637174,7.33528021517175,7.49569082711962,6.90905315937222,"Fgf10"
"Fgf11",11.2669328147858,11.4518715911328,11.3317367817917,11.4224350073755,11.5867800502233,11.4076446340987,10.2477207968263,10.2898199354953,10.4025750569034,"Fgf11"
"Fgf12",12.0396472626191,11.8242110348697,11.597723280912,11.9153497334163,12.3464575004076,12.2258839927906,10.378778564635,10.4194173877927,9.92287021161825,"Fgf12"
"Fgf13",11.277123508254,11.4382712616859,11.0379808851483,10.0154739070912,10.1962521019353,9.90602680868677,10.9698891348126,11.1157358890013,10.7482478401924,"Fgf13"
"Fgf14",10.9450466406435,10.8928764958608,10.7807131643395,11.0690042127826,11.3900229417857,11.6388786147718,8.85975840355998,9.06985418161905,8.52106846554451,"Fgf14"
"Fgf15",3.94681959180372,3.94681959180372,3.94681959180372,3.94681959180372,3.94681959180372,3.94681959180372,7.06592284336866,6.95019046659743,6.35381442457095,"Fgf15"
"Fgf16",4.2982061523158,4.26915876137029,4.65918668651895,4.50514889364436,4.47796538215946,4.44335055821301,3.94681959180372,3.94681959180372,4.34308198590873,"Fgf16"
"Fgf17",4.44254217144345,4.94805273773266,4.45307066566371,4.62854551761038,4.77976856806867,4.64563940813467,4.74623803316136,4.59072332715974,5.16714679173093,"Fgf17"
"Fgf18",5.83311477091338,5.98697291978253,6.10061435386424,5.86632940652726,6.19052064915036,6.39720946188383,6.4156985935805,6.08626561480333,6.26530477487381,"Fgf18"
"Fgf2",7.99519748888124,7.72897572889688,7.79189052182494,8.25194482523359,8.13182674146465,8.14800157484599,8.3332160984456,8.2766967015792,8.07660423807832,"Fgf2"
"Fgf20",4.86331195426415,4.89850070263331,6.01275311636687,4.97593095163481,5.30889509069651,6.47651290525833,6.48193294214335,6.28086111868693,7.07080389474616,"Fgf20"
"Fgf21",4.2982061523158,4.66175414106674,3.94681959180372,3.94681959180372,3.94681959180372,4.29878195671709,3.94681959180372,4.4740014290903,4.34308198590873,"Fgf21"
"Fgf22",6.32701201427691,6.41373834169559,6.95285267148674,7.37694594150642,7.53911019247034,7.50561410253033,7.36131554609322,7.15635131509208,7.32626515190389,"Fgf22"
"Fgf23",5.26478914581098,5.23536589102869,5.20398869505069,5.10709643209479,5.3959343917617,5.18100727838128,5.2562692110534,5.04469038380761,5.27628915649811,"Fgf23"
"Fgf2os",3.94681959180372,3.94681959180372,3.94681959180372,4.34284185378424,4.77976856806867,4.29878195671709,3.94681959180372,3.94681959180372,4.62895390602379,"Fgf2os"
"Fgf3",4.86331195426415,4.99492132697532,5.00254499174167,4.34284185378424,4.32345067233676,4.44335055821301,7.53130162862475,7.18795428394057,6.93734313658245,"Fgf3"
"Fgf5",7.71356138449538,7.84562671817685,7.46149989154668,6.56968201768461,6.27516770212425,6.55144110831725,8.85370545015003,8.89141354588259,8.82693652525842,"Fgf5"
"Fgf7",9.84195748913812,10.338241321435,9.53764236283919,9.15644340571716,9.1154765330731,9.24758877203541,6.64904506902105,7.92028459199506,7.42869995750167,"Fgf7"
"Fgf8",3.94681959180372,3.94681959180372,4.45307066566371,3.94681959180372,3.94681959180372,3.94681959180372,5.21151242391513,5.50405349911094,5.22317433573945,"Fgf8"
"Fgf9",10.5273695396489,10.4987107670774,10.1650574442647,10.5043710533197,10.4925185693676,10.3983819765402,9.70885689427906,9.88045164435019,9.6931751510369,"Fgf9"
"Fgfbp1",6.61901242441426,6.22531404540306,6.45283390561632,6.94990639656209,5.92481733715174,6.4294904115969,5.85338146127169,5.4660095438107,5.86735368293733,"Fgfbp1"
"Fgfbp3",7.68143667460706,7.66410778865059,7.62571157975271,8.37419185424194,8.08189139002417,8.34959155324957,8.60971167660727,8.73080227568431,8.52106846554451,"Fgfbp3"
"Fgfr1",11.8092207604255,11.645676160947,11.8095518314612,12.5653141945739,12.4184202272823,12.5007530009156,12.0008031785305,11.89788749363,12.153072678312,"Fgfr1"
"Fgfr1op",9.86348019558702,9.8748187157056,9.72433167325605,10.0461196530785,10.0135584957767,10.0052000791043,9.97294853348737,10.0459128700971,9.70334425322458,"Fgfr1op"
"Fgfr1op2",10.8747339689235,10.8256384548047,10.5351701412571,11.2024188724352,11.1634573797022,11.201588071106,10.6417408631999,10.645359872246,10.2106469800297,"Fgfr1op2"
"Fgfr2",10.9274466672018,10.8108133026864,10.9754326942258,11.3525442026621,11.5093841580484,11.360342911919,10.5229280440972,10.4095116805405,10.3684803528054,"Fgfr2"
"Fgfr3",10.9861690612722,10.7660417366975,11.2958572528248,11.2959662917225,11.6283164000937,11.4671406678461,9.7918606776902,9.40743455757572,9.70536949454219,"Fgfr3"
"Fgfr3-ps",7.53079749744668,7.75515741274532,7.67422541899259,7.70463036084293,8.19581239680373,7.80994970054103,7.59835980812885,7.66167216519454,7.56072629623861,"Fgfr3-ps"
"Fgfr4",5.26478914581098,5.82790653016907,5.89373754163788,4.97593095163481,4.77976856806867,4.72626994137703,7.4689195978802,7.54512093827667,7.8156914719675,"Fgfr4"
"Fgfrl1",9.26481393365945,9.36402769253497,9.44135807163484,9.55006405894645,9.54932030109279,9.35111749072626,8.92182364698937,8.81668578994791,8.98544184555377,"Fgfrl1"
"Fggy",7.43366131149987,7.46880684566563,7.74078819008816,8.00427795338124,7.86924555667562,7.86832259960241,7.1973946621044,7.06843664861597,7.04510852520945,"Fggy"
"Fgl1",5.26478914581098,5.48759417510111,5.15741732573034,5.27553129475972,5.10949603477481,5.13519563191127,5.11555484286124,5.34343561579378,5.10776852115503,"Fgl1"
"Fgl2",7.44137366630027,6.75845112351602,6.67777058490195,7.59480208528098,7.06288301615972,7.29959740161275,7.11795172177823,7.47031613832224,6.72606377697148,"Fgl2"
"Fgr",5.08534501197736,4.84581432645964,5.10854222600861,4.97593095163481,4.77976856806867,4.44335055821301,4.88806911319733,4.98454309832297,5.22317433573945,"Fgr"
"Fh1",11.8795501244045,11.9049509678811,12.1117582222877,12.166082605292,11.9395060946927,11.9733299552983,11.3525018729291,11.4501399057385,11.4719331139452,"Fh1"
"Fhad1",5.83311477091338,5.54262210338804,6.22222789000025,7.99102905198085,6.46595144014534,7.73031544692556,6.56043155363578,6.21912882927709,6.26530477487381,"Fhad1"
"Fhad1os2",4.44254217144345,4.26915876137029,4.30570654161492,4.50514889364436,3.94681959180372,3.94681959180372,4.74623803316136,3.94681959180372,3.94681959180372,"Fhad1os2"
"Fhdc1",7.92571327253675,7.88880109864945,8.07555410003722,8.24638614596491,8.93703613556728,8.38990660129201,7.88131305601236,7.80359236621928,8.09531253354885,"Fhdc1"
"Fhit",6.94965787029298,7.0341600706273,7.20173062543225,6.92190672974147,6.58512191124538,6.88633175049564,6.66327383037532,6.56934359077409,6.51508778673076,"Fhit"
"Fhl1",12.0151830378354,12.0251464676974,11.9367838335938,12.1483547147843,12.0417808801051,12.0326562996063,11.9361073066671,11.8895984001269,11.7787724025684,"Fhl1"
"Fhl2",7.31264308203494,7.18147566808774,7.45356566583486,7.2144102178939,6.6488314729274,6.8397919380883,8.09702865997748,8.21215100725949,8.21416038576103,"Fhl2"
"Fhl3",6.89406878175385,7.01679629425817,7.04080270414103,5.27553129475972,5.58776834821306,5.41995755365476,7.8572328780202,7.62387126020254,8.12596050897986,"Fhl3"
"Fhl4",5.80775588387278,6.35853011710802,6.10061435386424,5.10709643209479,5.05265330721615,5.55447949299364,6.21470770689603,6.48560873512595,6.12039164734103,"Fhl4"
"Fhl5",4.64451239691233,4.58756062908026,4.74130856299635,4.82166923979832,4.59553872099476,4.64563940813467,4.45625851106335,4.32062439631151,4.34308198590873,"Fhl5"
"Fhod1",8.45160043166893,8.53869302578141,8.29025188876262,8.91548843765503,9.0158110401862,8.70302552916036,9.25134277422001,9.10576558076724,9.48021393759191,"Fhod1"
"Fhod3",9.55851736225628,9.5496667789785,9.72596725702028,9.37302917943056,9.24937298465447,9.55424853519478,9.46483271229275,9.35561776592455,9.66847259936207,"Fhod3"
"Fibcd1",6.67326485343293,6.02381629165076,6.27907887267862,5.32605806654545,6.10006728147027,5.67501168146027,10.7408991403888,10.3393587321718,10.6091816560542,"Fibcd1"
"Fibin",7.03424701549832,6.12844018664479,6.91839244737908,7.81415705546611,7.76040361875225,8.4597399560215,6.29133587229653,6.58549188754331,6.06830064480585,"Fibin"
"Fibp",10.3384652891831,10.3468317637925,10.4546165146306,10.5182421424713,10.3123480574046,10.3046835985943,10.6686844436455,10.6368946476083,10.9018095359823,"Fibp"
"Ficd",9.59156946745033,9.35553584347136,9.61382969385914,9.95045218417562,9.8936139359091,9.81586325522972,8.20099917388416,8.47585079445858,8.71468724699351,"Ficd"
"Fig4",10.2043519707555,10.314788259215,10.3354183122011,10.3067520421749,10.235998230507,10.3993677232552,10.3414527775047,10.3159809138801,10.3938127850213,"Fig4"
"Fign",7.20778216782403,7.33590287726852,6.70515854168005,6.64076756531639,7.15243986050388,6.98569681849666,8.17205433005508,7.80359236621928,7.26104955530999,"Fign"
"Fignl1",7.39445823384995,7.49395748215355,6.9299738607567,6.53270614922102,6.35475671282767,6.16599256448277,9.77275590435116,9.93671944275661,9.32814347708399,"Fignl1"
"Fignl2",7.04447061712543,7.11789778297545,7.22061347684715,7.63805071491079,7.72461682359577,7.11782314020521,7.62717912518685,7.69120759446379,8.07031348082123,"Fignl2"
"Filip1",7.05462030274398,6.91724615255842,6.84680952452728,6.8039243344964,7.54734161309941,7.29104324434716,6.93257111830535,7.03399775186419,7.22727819610067,"Filip1"
"Filip1l",7.43366131149987,6.99034068219039,7.19219361805286,7.16771411745679,6.97954561325123,7.08841672637174,7.04455975367656,7.25905372138576,7.03208232554241,"Filip1l"
"Fip1l1",11.8029238505531,11.8208238670306,11.523040753345,11.6816494946646,11.7368463452726,11.7073336000997,11.9721357193467,11.92169870622,11.8096844388659,"Fip1l1"
"Firre",11.4922171152616,11.5695617315093,11.2975076466932,11.4255049273806,11.6379182775132,11.5310408826819,11.7786739816961,11.5750233829843,11.5779473323637,"Firre"
"Fis1",11.5209363966408,11.6271088714025,11.9713136655576,11.9231898443646,11.690077356036,11.7539294256601,11.4190174447998,11.4453003778759,11.6511959155362,"Fis1"
"Fitm1",4.79729798369832,4.66175414106674,4.94452400717006,4.82166923979832,5.10949603477481,4.64563940813467,4.45625851106335,4.68833319517471,4.82218725230798,"Fitm1"
"Fitm2",10.2211197315734,10.2075628694776,10.500241267011,10.6760872399054,10.762962465468,10.7117865495168,9.36841638112583,9.50372494195373,9.6972514033315,"Fitm2"
"Fiz1",10.2584200315533,10.3468317637925,10.3859418354847,10.0885781777726,10.1008688116486,9.99088277518006,10.5999061622141,10.5342781811651,10.9219735213129,"Fiz1"
"Fjx1",10.6603548420153,10.8089493994017,11.0412680798397,10.59660144961,10.4220159474014,10.5400860223816,10.7235960865065,10.8496385402333,10.9521270207666,"Fjx1"
"Fkbp10",9.7617018773677,9.44470235217853,9.67098850799763,8.8656763999399,8.55801705553005,8.39387656943378,10.1350586887361,10.1260674950673,10.3672019760491,"Fkbp10"
"Fkbp11",5.78186726508106,5.84892378588559,6.24144979734171,6.04035857781257,5.55188353774864,5.90905034238051,6.36380266837084,6.1978959058007,6.26530477487381,"Fkbp11"
"Fkbp14",9.45076739898595,9.29109087671656,9.67607411919178,9.53876348747074,9.39018310085777,9.54536764603812,8.74670835566153,8.94120098140926,8.69441696181772,"Fkbp14"
"Fkbp15",10.6463537931635,10.7473473862316,10.7569171513342,10.4774060586144,10.7812752022797,10.4525718054338,10.6565786582873,10.7041655666683,11.0155104667026,"Fkbp15"
"Fkbp1a",13.3606687119628,13.3151842741206,13.5461147012633,13.0649203102963,12.9260313025339,13.0291034108519,12.9643255670252,13.0620418358282,12.8577463519419,"Fkbp1a"
"Fkbp1a-ps1",3.94681959180372,4.26915876137029,4.65918668651895,4.34284185378424,4.47796538215946,4.55346984993606,3.94681959180372,4.59072332715974,3.94681959180372,"Fkbp1a-ps1"
"Fkbp1b",9.07113476583336,9.30350627238838,9.5151139010692,8.45348532627932,8.66723744857751,8.62753758302063,9.1239084346364,9.06705432212992,9.42474334048746,"Fkbp1b"
"Fkbp2",10.5540835732188,10.5912666877495,10.6973188390969,11.3576961819733,11.0283435831135,10.7957846946139,10.1840796496154,10.1043971355796,10.2360819192207,"Fkbp2"
"Fkbp3",11.902251436933,11.8926844113928,11.5569663582316,12.1270159287263,11.8155294243216,11.8636959935874,12.2879364013386,12.2834494896024,11.8946476953685,"Fkbp3"
"Fkbp4",13.1972934788503,13.1973602129095,13.5385750390517,13.6417004587909,13.4154759013905,13.4232397069398,12.9089108157993,12.994999314573,13.1435332402735,"Fkbp4"
"Fkbp5",9.38083217279998,9.18196465191469,9.28367865905943,8.76833052034375,8.62144042855646,10.08579394733,10.7119443197571,10.6796486341853,10.6497008443184,"Fkbp5"
"Fkbp6",4.2982061523158,4.40173776365751,4.30570654161492,4.34284185378424,3.94681959180372,4.72626994137703,4.45625851106335,4.77365013334238,4.62895390602379,"Fkbp6"
"Fkbp7",7.35414094642684,7.04276203953476,7.14351657475585,7.59480208528098,7.17396656121223,7.48331289953785,7.32649435941902,7.47031613832224,7.0960378304982,"Fkbp7"
"Fkbp8",12.8264076668795,12.9290641119372,13.2904681466471,13.2510212379439,13.0997149864329,12.8975157744696,12.6444425283005,12.6511293425795,13.0504399848714,"Fkbp8"
"Fkbp9",10.7508885111602,10.6127944750777,10.7294650835462,10.8570667365853,10.270980090522,10.6200582452831,10.9886346645801,10.9078684334482,10.9673925191587,"Fkbp9"
"Fkbpl",8.04644304170271,7.94441195791809,8.30786856021561,8.36908764334597,7.90162677209186,8.08549155777084,7.74355125830077,7.84355724417291,8.16779615340119,"Fkbpl"
"Fkrp",10.3435788812298,10.3706163171673,10.7114194656331,10.6894301424609,10.5907214096373,10.6796919338503,10.2056069148753,10.1314345847991,10.4371013352157,"Fkrp"
"Fktn",11.0056538758435,10.8757650796281,10.8079879496927,11.2102724141046,11.4626018371373,11.4154608335989,10.5899373232418,10.5633572647322,10.3374821670942,"Fktn"
"Flad1",9.51384005902237,9.69404027757323,9.78207421378496,10.002373020503,10.0499829310709,9.78300062209921,9.47077335042572,9.44887774312436,9.80505710394811,"Flad1"
"Flcn",11.3752565698212,11.4094502855447,11.6308293044424,11.8098202710067,11.7894884755017,11.6267260918235,10.5502934092282,10.7068641245596,10.8200807716307,"Flcn"
"Flg",4.86331195426415,4.84581432645964,4.74130856299635,4.34284185378424,4.32345067233676,4.44335055821301,3.94681959180372,4.4740014290903,3.94681959180372,"Flg"
"Fli1",7.84690719977249,7.51253270698519,7.59001914958521,6.96369873405403,6.83764924190947,6.92024464271323,8.28898618261054,8.28637415686999,7.66489502109034,"Fli1"
"Flicr",5.72839567894841,5.64543640871385,5.76229181758943,5.6641265409647,5.21407974983523,5.75806367785852,6.09072458810488,5.77069638617292,6.04145060869265,"Flicr"
"Flii",11.1746962222698,11.2519086165772,11.2265120536807,11.663562289004,11.7955067834521,11.6401299492207,11.3084185690903,11.3298435621107,11.666864942381,"Flii"
"Flna",12.8300552241309,13.0556215780509,12.7452899655958,11.9327146990756,12.0073777111621,11.9953346485821,14.1127841747409,14.0210187404816,14.2237335197023,"Flna"
"Flnb",10.6255139407889,10.6077999868317,10.3755610570348,10.7737563268591,11.2524059808669,10.8815222362522,11.1254157423419,10.960073607726,11.1269554136983,"Flnb"
"Flnc",7.95820243963673,7.63618391999007,7.58277208239076,7.46621162450672,7.41856814005706,7.3904333654884,9.44887025237366,9.44887774312436,9.37979155537927,"Flnc"
"Flot1",11.3218521548227,11.4172195416148,11.6447265442302,11.329129855675,11.1480844037502,11.0491583848118,10.8805249768167,10.9532716215958,11.1657045154546,"Flot1"
