"","p14_1","p14_2","p14_3","p60_1","p60_2","p60_3","p7_1","p7_2","p7_3","Gene"
"Rnf227",10.8425897188717,10.7844969054429,10.8033487472598,11.7851765430378,11.7690985369129,11.7719260661559,10.238467856699,10.1206803565363,9.7879585738812,"Rnf227"
"Rnf24",10.6120166675743,10.6297883215242,10.3300522101877,10.5008823371616,10.6345492790916,10.621748464618,10.684952886842,10.7855589648241,10.6263812992014,"Rnf24"
"Rnf25",10.0552301154374,10.2216437345618,10.3386284163287,10.5331201335249,10.3490589222931,10.2727648590019,10.0046796455989,9.94131080104108,10.342695018097,"Rnf25"
"Rnf26",6.23836602037891,6.30095680975031,6.46903965525476,7.08207698221831,6.48362732849437,6.7669249246079,7.03375506594099,6.98672347531092,7.20430690489401,"Rnf26"
"Rnf31",10.0401896193196,10.0596782975896,10.1734716278638,10.2798617040219,10.4220159474014,10.2268575376613,9.92904487618969,10.0186559109117,10.2665719683314,"Rnf31"
"Rnf32",7.61493147829737,8.07466533585379,7.79189052182494,7.72080085515463,7.86268040660913,7.59147922747889,7.96253844904485,8.0680304312958,7.85286413951375,"Rnf32"
"Rnf34",11.3177010271934,11.3741714477937,11.3572816459165,11.4690023639568,11.3514414411618,11.3593302247146,10.8648269974475,10.9479589240557,10.9228438547761,"Rnf34"
"Rnf38",11.4963550403405,11.4621860107561,11.0865191901792,10.5735373700347,10.9065219325431,10.812160953923,12.1062854327799,12.1447261315527,11.721404659754,"Rnf38"
"Rnf39",5.58334850753548,5.98697291978253,6.18292577400684,7.50415302276324,6.96722521560818,7.50561410253033,5.49136253881881,5.50405349911094,5.42134350707066,"Rnf39"
"Rnf4",11.6080705934597,11.6164921909514,11.6877316965015,11.5556164982925,11.4679950543571,11.6288286713955,11.5477193106161,11.6234327470383,11.521611494232,"Rnf4"
"Rnf40",11.6585884622342,11.7053394680454,11.7712653697973,11.6929036097605,11.7417526444126,11.5922303081573,11.5865188384345,11.6162740923782,12.021942953141,"Rnf40"
"Rnf41",11.5926925500034,11.6810902904565,12.0448828099593,12.0618271903614,11.948022012326,12.0240551777609,11.0749806735265,11.1278683965113,11.4814159782596,"Rnf41"
"Rnf43",6.84794562658772,6.68282193937914,6.5624187392555,7.16771411745679,7.09713834892733,6.69001294537363,6.73229534596732,6.61722870486503,6.51508778673076,"Rnf43"
"Rnf44",11.8657558659624,11.8546440826196,11.9089841833744,11.9052694075668,12.1019893297899,11.9076539683101,12.0508792564085,11.9282651874835,12.0060160569618,"Rnf44"
"Rnf5",10.5540835732188,10.6938109937776,10.9222243269638,10.6225165738251,10.4549843399764,10.4582589157747,10.6044147764951,10.5928346066182,10.6643466370377,"Rnf5"
"Rnf6",11.1952061829244,11.0557723301398,10.9664692838616,11.5227394631748,11.7147859926954,11.6682062422877,9.75176933540135,9.94283801084151,9.99085947042103,"Rnf6"
"Rnf7",9.77539188755512,9.88311183106701,10.0470365695585,10.2455280291236,9.85295820368969,10.1375188435192,9.83547800230171,9.86925101925994,9.59390711658054,"Rnf7"
"Rnf8",7.99519748888124,8.28290233473901,8.04958683108798,8.55582863090529,8.45295289150322,8.31650440876654,8.21997633561845,8.02238895134883,8.21985197221819,"Rnf8"
"Rnft1",9.79194949778271,9.64611227516713,9.54507427941044,9.85710985954811,9.83302863153215,10.0648216547239,9.57003485280361,9.65116181721673,8.87093985281896,"Rnft1"
"Rnft2",11.2781920370068,11.3627822401393,11.3993886475419,11.3793891182252,11.4973026430857,11.3088169881742,11.0227181844232,10.906304016686,11.1759615458309,"Rnft2"
"Rngtt",10.1644519847488,10.2328102734284,9.99779652424463,10.0745637751086,10.0966962330199,10.2268575376613,10.0410595973091,10.1500636470408,9.59827350298995,"Rngtt"
"Rnh1",10.3456192523971,10.2980526119876,10.7617078620793,11.4088492045395,11.009974067338,11.0715919357422,10.0881811359804,9.94588758658413,10.1745595716442,"Rnh1"
"Rnls",7.15227976211147,7.00803312029621,7.19219361805286,6.58780178797106,6.79630385570844,6.97499855314037,6.92086312969695,7.16696453637048,6.95127621756248,"Rnls"
"Rnmt",11.9283492742843,11.9769909308087,11.8294618665998,11.7424881252042,11.8176432295172,11.8507836331343,12.0479033532254,12.1697168862052,11.8637098675194,"Rnmt"
"Rnpc3",10.1376178115065,10.1130289380592,9.5413631108287,9.69555560483195,9.93627165005348,9.802509855605,10.0074061574618,10.040217220364,9.55624893415722,"Rnpc3"
"Rnpep",10.6766545376768,11.0468379287212,10.9713026552758,10.7297277521546,10.5788055195393,10.5701599389779,10.6669612536701,10.6723036027808,10.9614751175233,"Rnpep"
"Rnpepl1",10.640548919936,10.7323466098283,10.6669957586278,10.4021020853257,10.4074922378565,10.3338502763562,10.6789805756512,10.7864096775035,11.0886886469792,"Rnpepl1"
"Rnps1",11.1167422726989,11.1362650299333,11.104858030261,10.9580469934956,11.0771566122639,10.9004438706962,11.242844377524,11.3943175807661,11.4677646785894,"Rnps1"
"Rny1",4.9812832044218,4.50284177895054,3.94681959180372,3.94681959180372,3.94681959180372,4.44335055821301,4.30797798885145,4.32062439631151,4.34308198590873,"Rny1"
"Robo1",10.2788516693651,10.1300509597571,10.056166045312,8.96024844465466,9.60718821229035,9.38735497859781,11.0533793090254,10.825009823763,10.742343646776,"Robo1"
"Robo2",11.8286777207217,12.017903805016,11.4868522385943,9.90717461299774,10.1818811350597,10.4052680975222,12.1258599526463,12.0978683794767,11.8237311576148,"Robo2"
"Robo3",5.26478914581098,5.5691828427632,5.10854222600861,5.22244306693792,5.51485425468901,4.98291715482818,7.0869659576163,6.67858454029499,6.77412092631808,"Robo3"
"Robo4",8.5255807195131,8.37668800916244,8.7715050347971,8.32758751129423,8.47458905750551,8.15738116045211,8.87178848664581,8.66932884172224,8.98544184555377,"Robo4"
"Rock1",10.7205516179776,10.5890961314903,9.90122184689864,10.3654825928279,10.5708065507591,10.6351993880447,10.921569782957,10.9840019552762,10.324367010291,"Rock1"
"Rock2",12.3000836829988,12.0498187203079,11.9107823716374,12.4966259865367,12.7285389828349,12.9687986502466,11.4967350712145,11.5213606658248,11.1839697881586,"Rock2"
"Rogdi",11.2706956614396,11.3979240448478,11.6238301564457,11.7842202485256,11.6278346245236,11.600396274596,10.4253917955121,10.4700700369388,10.8840435591003,"Rogdi"
"Rom1",8.3080066688141,7.75515741274532,8.21287112739541,9.5227923564963,9.37876943189717,9.28221861674351,6.52957212693856,6.67858454029499,7.04510852520945,"Rom1"
"Romo1",10.0122012214886,10.1240661026839,10.3524568935227,10.1373323453405,9.6246849171381,9.39726132179861,10.0778419401109,9.99823694331181,10.364641818258,"Romo1"
"Ropn1",4.55248688125715,4.40173776365751,4.45307066566371,3.94681959180372,4.32345067233676,4.44335055821301,3.94681959180372,4.32062439631151,3.94681959180372,"Ropn1"
"Ropn1l",5.80775588387278,5.30416826538087,5.73423848422387,5.1664440179768,5.16316664309124,4.98291715482818,5.68595371502043,5.4660095438107,5.42134350707066,"Ropn1l"
"Ror1",8.12480508119602,8.21679226125928,7.61154172067566,8.73700323743893,8.96784625826833,8.78686625086606,9.1239084346364,9.19309677105723,8.64879077316269,"Ror1"
"Ror2",7.32104048958553,6.81004974862763,7.17292398908931,6.37384967940697,6.70972135232892,6.50698038836322,8.36338596474733,8.36610102651897,8.36556795013682,"Ror2"
"Rora",13.7951659414903,13.6714343997238,13.2162138532587,13.3043577049458,13.57154656733,13.7911060632833,11.8334672779013,12.1768709869602,11.3785936232059,"Rora"
"Rorb",8.38557685539353,8.33921526748295,7.98527522160563,8.64294091918098,8.45295289150322,8.47480817002946,8.29794183291651,8.4154266152071,7.67324165061142,"Rorb"
"Rorc",6.67326485343293,6.54264819501172,6.66386989943439,9.68534373039751,9.50381670743448,9.47415225940633,5.97755202855111,6.10936599087113,6.14567814514193,"Rorc"
"Rp1",5.08534501197736,4.89850070263331,5.10854222600861,4.50514889364436,4.8568339971039,4.64563940813467,5.21151242391513,5.04469038380761,5.27628915649811,"Rp1"
"Rp2",9.86205530033523,9.6502834002968,9.22703663425777,9.53876348747074,9.53087847859029,9.65675879177241,9.79027824658414,9.89156593498707,8.96528919215428,"Rp2"
"Rp9",9.77387717869883,9.88900641783214,9.86010941652257,10.149267637035,9.83302863153215,9.8084599730217,10.0383960355709,10.0712685240978,10.4174733487029,"Rp9"
"Rpa1",11.4392271792588,11.4442872183062,11.5486749534676,11.8271023811648,11.7363994895652,11.7810299712682,11.6095764805223,11.6944910379731,11.610722209781,"Rpa1"
"Rpa2",8.89828348568808,8.92611319510888,9.06065329596152,9.31855702753288,9.1534887568891,9.25850027184935,10.3414527775047,10.304148352863,10.324367010291,"Rpa2"
"Rpa3",8.40922725880229,8.45838460750003,8.45344011299736,8.24638614596491,7.54734161309941,7.90781068561022,9.25364209061169,9.20077959754962,8.77769741053912,"Rpa3"
"Rpain",8.83281658516467,9.02370856851914,9.13889477808701,9.04579905390375,8.71162136289769,9.01254895025089,9.13392939045869,9.10849126433344,9.2046868520387,"Rpain"
"Rpap1",9.8958700712772,9.98899140499715,10.093384261721,9.90717461299774,10.0714040080053,9.79952556346711,10.3457677980918,10.3509070617572,10.7194843447817,"Rpap1"
"Rpap2",9.24963214790666,9.24033106557398,8.96133838909716,9.06168404440178,9.09608752444691,9.06571088184326,8.85673510834733,8.96245307132284,8.85276832101051,"Rpap2"
"Rpap3",10.0198884515939,10.0659358294358,9.81932325142241,9.6873919001617,9.73977092921191,9.66825703239417,10.4852881428971,10.5025313638274,10.5473145408549,"Rpap3"
"Rpe",10.4573930688405,10.4524958472528,10.2908154045297,10.1931653624812,10.0628737221267,10.173690632954,10.5037482546051,10.7122461418885,9.89119697336663,"Rpe"
"Rpe65",4.64451239691233,4.58756062908026,4.94452400717006,4.97593095163481,4.92715380788356,5.03649713111895,3.94681959180372,3.94681959180372,3.94681959180372,"Rpe65"
"Rpf1",8.92584435126609,9.04921634984359,8.92759925235113,9.07426708929719,8.68218474652372,9.06571088184326,9.68521000625151,9.65489425729578,9.55849156455402,"Rpf1"
"Rpf2",9.12680642336974,9.21238435864129,9.22703663425777,8.94662374046363,8.75820748184267,8.8746298888193,9.71220358054612,9.80184038756721,9.41734806823214,"Rpf2"
"Rpgr",9.0412113563606,9.01078323449964,8.67987070425974,8.77990463488676,8.89917204785209,8.89994845442693,9.2650839540615,9.42502978406199,9.00202292857057,"Rpgr"
"Rpgrip1",10.1387949561557,10.1847435630026,9.87345239404745,10.379482413647,10.1146908546487,10.1208810049693,10.7498804819334,10.7795898864649,10.5719368951372,"Rpgrip1"
"Rpgrip1l",9.01322445613059,8.94435690494987,8.9861338684786,9.26469145358208,9.46979695424288,9.56131406108208,9.414351407491,9.27543534499106,8.8157222471991,"Rpgrip1l"
"Rph3a",14.146965787519,14.2103120448631,14.269871832976,13.9094491525421,14.212035283619,14.0036969456069,11.9966935465961,12.2837507393286,12.7426916823484,"Rph3a"
"Rph3al",7.60124980194081,7.55495425097557,7.80438549428137,7.49476218594096,7.63487925533014,7.64597495514774,7.23549896776266,7.28846292975435,7.36813116541559,"Rph3al"
"Rpia",8.63655973540266,8.83125687696572,8.75235440395259,8.82901063777225,8.973929956252,8.68694873365815,9.16602427908073,9.28751037912262,9.1342457391134,"Rpia"
"Rpl10",8.42090805207403,8.34610161429534,8.35522878915529,8.07503451601031,7.60366625143918,8.00980521753925,9.2281455151317,9.21349395998947,8.50718440828067,"Rpl10"
"Rpl10-ps5",4.2982061523158,3.94681959180372,4.45307066566371,4.62854551761038,4.32345067233676,3.94681959180372,3.94681959180372,4.59072332715974,4.62895390602379,"Rpl10-ps5"
"Rpl10a",8.66628929667984,9.07634932347981,9.16807637256988,8.9871170989108,8.8537006518747,8.64095373795616,10.2138926108472,10.1098453297592,10.2761397127794,"Rpl10a"
"Rpl10a-ps1",5.26478914581098,5.27033308626254,5.24851174476203,5.10709643209479,5.05265330721615,5.087128098259,5.59268446131846,5.61118393112425,5.80354652201626,"Rpl10a-ps1"
"Rpl11",8.12003096445022,8.00667333299132,7.3461698055113,7.97092300587388,7.69532705589809,6.98569681849666,7.65542722751538,7.82371447524816,7.6564992539766,"Rpl11"
"Rpl12",7.73249473684288,8.05376233424871,7.88891960866724,7.90885298650576,7.61935820903619,7.47580073592162,8.41778811197167,8.35694788992744,8.5753015304001,"Rpl12"
"Rpl13",7.26989205021515,7.54897091021149,7.68102317518164,7.52275068348007,7.41856814005706,7.24747886802447,8.47810254518867,8.58174312792905,8.62327998833402,"Rpl13"
"Rpl13-ps1",4.64451239691233,4.7284351313303,4.8150177324411,4.82166923979832,4.8568339971039,4.86477231022008,4.95062787759862,4.68833319517471,4.34308198590873,"Rpl13-ps1"
"Rpl13-ps5",3.94681959180372,4.26915876137029,4.56528737666322,4.34284185378424,4.32345067233676,4.72626994137703,4.45625851106335,4.32062439631151,4.34308198590873,"Rpl13-ps5"
"Rpl13-ps6",4.44254217144345,3.94681959180372,4.45307066566371,3.94681959180372,4.47796538215946,3.94681959180372,4.6636280876042,4.77365013334238,4.82218725230798,"Rpl13-ps6"
"Rpl13a",8.49275992652186,8.73495706234978,8.86658371238632,9.27562686317078,8.54988877322128,8.88875069382177,9.04909348049872,9.16718735335785,9.02816185334004,"Rpl13a"
"Rpl13a-ps1",4.2982061523158,4.26915876137029,4.56528737666322,4.62854551761038,4.32345067233676,3.94681959180372,4.74623803316136,4.77365013334238,4.73210749613293,"Rpl13a-ps1"
"Rpl14",9.1689226329836,9.15285075688164,9.11910670842669,9.52965880678433,9.21896906409523,9.17572739850755,9.9715529539846,9.84004342605715,10.490914648694,"Rpl14"
"Rpl14-ps1",6.14337031049788,6.3864168786618,6.07920064953363,5.83484681888541,5.75253210650042,6.69001294537363,6.82348359217765,6.66350006476499,6.90905315937222,"Rpl14-ps1"
"Rpl15",10.7783365646678,10.9057235029296,10.5855766999141,10.4414592584582,10.3123480574046,10.4658070150054,10.8670800522224,11.0527869698921,10.4576674873592,"Rpl15"
"Rpl15-ps1",4.44254217144345,4.7284351313303,4.56528737666322,4.50514889364436,4.47796538215946,4.55346984993606,4.95062787759862,4.68833319517471,5.10776852115503,"Rpl15-ps1"
"Rpl17",7.36229664146038,7.50017622373401,8.0703981497123,7.42722924327224,7.27693420589575,7.89663915903805,8.10215436309626,7.95715854673865,7.85286413951375,"Rpl17"
"Rpl17-ps3",3.94681959180372,4.26915876137029,4.45307066566371,4.50514889364436,4.59553872099476,3.94681959180372,4.6636280876042,4.4740014290903,4.62895390602379,"Rpl17-ps3"
"Rpl17-ps7",6.78805507736825,6.75845112351602,4.30570654161492,7.01754826972316,6.56872117236861,4.29878195671709,4.45625851106335,5.20508186463805,5.10776852115503,"Rpl17-ps7"
"Rpl18",9.17582383039813,9.25501725096863,9.69790678985775,9.19439797765667,9.07360428669409,8.74089237093242,10.0236578511854,9.98791800309473,10.2569403279791,"Rpl18"
"Rpl18-ps2",4.55248688125715,4.26915876137029,4.65918668651895,4.62854551761038,4.47796538215946,4.29878195671709,4.6636280876042,4.77365013334238,4.50548537441962,"Rpl18-ps2"
"Rpl18a",9.84628780826275,10.0311784478567,10.1382886692953,9.93502146577601,9.51010697841454,9.4964417954792,10.6565786582873,10.4690106361842,10.8321760241489,"Rpl18a"
"Rpl18a-ps1",4.55248688125715,4.26915876137029,4.45307066566371,4.34284185378424,4.32345067233676,4.55346984993606,4.56916238365795,4.77365013334238,4.62895390602379,"Rpl18a-ps1"
"Rpl19",6.37751132954801,6.19380720206756,6.26039736231559,5.89704101589638,6.02785926255307,5.90905034238051,5.92933417975487,6.28086111868693,6.3750579856124,"Rpl19"
"Rpl19-ps11",5.13334508598223,5.36877742123738,5.29119760423459,5.22244306693792,4.8568339971039,4.44335055821301,5.21151242391513,5.42663924912632,5.66506590905844,"Rpl19-ps11"
"Rpl19-ps3",4.79729798369832,4.50284177895054,5.15741732573034,6.2175882567456,4.47796538215946,5.61628031197398,4.95062787759862,4.77365013334238,4.82218725230798,"Rpl19-ps3"
"Rpl19-ps6",3.94681959180372,4.26915876137029,3.94681959180372,4.62854551761038,3.94681959180372,4.86477231022008,4.30797798885145,3.94681959180372,3.94681959180372,"Rpl19-ps6"
"Rpl21",8.23926844438548,8.23546369585028,8.22683324367988,7.88037786348886,7.68790970316018,7.94081131191259,8.71700160642478,8.6469895625787,8.71870725864171,"Rpl21"
"Rpl21-ps3",3.94681959180372,4.50284177895054,4.30570654161492,4.50514889364436,4.32345067233676,4.44335055821301,4.82037893055,4.92002524512407,4.90292144618743,"Rpl21-ps3"
"Rpl21-ps6",4.44254217144345,4.40173776365751,4.30570654161492,3.94681959180372,4.32345067233676,3.94681959180372,4.56916238365795,4.4740014290903,4.62895390602379,"Rpl21-ps6"
"Rpl22",11.7729166432486,11.903787207766,11.9802467261255,11.7459304237377,11.511475001467,11.6476152476894,12.4619767666059,12.4681437765617,12.3708878757738,"Rpl22"
"Rpl22-ps1",6.57686909156055,6.61452337370493,6.62130526738998,6.60568509436918,6.51830453887639,5.83584231100194,7.07648378191925,7.09093566873409,6.3750579856124,"Rpl22-ps1"
"Rpl22l1",9.73859230523399,9.9030558809873,9.62263714257676,10.2893304577625,9.85625318142968,9.83347756400987,10.0804336967582,10.0642698894158,9.48257794297292,"Rpl22l1"
"Rpl23",9.20310270843276,9.55264117132233,9.16566702396983,9.41566571892743,8.98902769433158,9.15485334736434,9.80915375014351,9.85634285274397,9.86244677084768,"Rpl23"
"Rpl23a",7.73249473684288,7.53692823162068,7.66053193249083,7.40732923206684,7.49722318056108,7.59147922747889,7.12813052560581,7.39135350868692,7.42869995750167,"Rpl23a"
"Rpl24",6.47316824288932,6.35853011710802,6.63564034470308,6.01294934869578,6.00286523465285,5.93253770424769,6.29133587229653,6.601452079926,6.17048648187877,"Rpl24"
"Rpl26",8.58214055694803,9.23663600969974,9.46701731349822,9.72376993766216,9.0246292613317,9.4722791449722,9.28545309729844,9.10303472971243,9.45153924342626,"Rpl26"
"Rpl26-ps4",4.2982061523158,3.94681959180372,4.74130856299635,4.50514889364436,4.32345067233676,4.55346984993606,4.45625851106335,4.32062439631151,4.50548537441962,"Rpl26-ps4"
"Rpl27",8.24804289758274,8.27570534862322,8.92189839143335,7.82914012912597,7.65023311657839,7.43763236911299,9.11887169300727,9.13813824236156,9.43454504341731,"Rpl27"
"Rpl27-ps1",3.94681959180372,3.94681959180372,4.30570654161492,4.34284185378424,4.32345067233676,4.44335055821301,4.56916238365795,4.32062439631151,4.50548537441962,"Rpl27-ps1"
"Rpl27a",8.9688729591584,9.25501725096863,9.27252698650882,9.90012805371491,9.54932030109279,9.7212610250652,9.24210863924185,9.41405796624826,9.24145157504309,"Rpl27a"
"Rpl28",8.56119047354307,8.77118993174511,8.46132925915194,8.16031374082347,8.16417632898954,8.1290563413748,8.91311932447746,8.77266642127414,9.20181955359593,"Rpl28"
"Rpl28-ps1",4.44254217144345,4.50284177895054,3.94681959180372,3.94681959180372,3.94681959180372,4.29878195671709,4.56916238365795,4.32062439631151,3.94681959180372,"Rpl28-ps1"
"Rpl28-ps3",3.94681959180372,4.26915876137029,4.45307066566371,3.94681959180372,4.32345067233676,4.29878195671709,4.56916238365795,4.4740014290903,3.94681959180372,"Rpl28-ps3"
"Rpl29",8.50743953344516,8.760930438999,8.78098562306681,8.42917290352526,8.30134925432391,7.87403093476855,9.1364237748521,9.05297279657142,9.46594789862342,"Rpl29"
"Rpl29-ps2",5.34396695540261,5.08194174594527,4.94452400717006,4.90235884448628,5.3959343917617,5.087128098259,5.11555484286124,4.85018350304565,5.04447783797388,"Rpl29-ps2"
"Rpl3",9.27770077737151,9.57035978058128,9.47092465689318,9.55680212067214,9.29866253742169,9.55247672916232,9.68861197248957,9.65861705894504,9.81634450349198,"Rpl3"
"Rpl3-ps1",4.79729798369832,4.78939785464179,4.94452400717006,5.37430765869741,4.77976856806867,5.18100727838128,5.34041187099615,5.29931068946088,5.46572700750136,"Rpl3-ps1"
"Rpl3-ps2",4.2982061523158,4.40173776365751,4.30570654161492,3.94681959180372,4.32345067233676,3.94681959180372,4.6636280876042,4.4740014290903,3.94681959180372,"Rpl3-ps2"
"Rpl30",9.5932882353356,9.77394306571067,9.46505966240093,9.71777031809149,9.36031742971022,9.4982837910408,10.4375717043207,10.3124413273695,10.1948796557615,"Rpl30"
"Rpl31",7.70079815908641,7.95798348609348,7.91793905293072,8.03041368980987,7.60366625143918,7.87971657816571,8.21051912723806,8.25221373370183,8.281013514,"Rpl31"
"Rpl31-ps12",3.94681959180372,3.94681959180372,3.94681959180372,4.34284185378424,3.94681959180372,4.29878195671709,4.56916238365795,4.59072332715974,4.50548537441962,"Rpl31-ps12"
"Rpl31-ps15",3.94681959180372,4.40173776365751,4.45307066566371,3.94681959180372,3.94681959180372,3.94681959180372,4.56916238365795,4.77365013334238,4.73210749613293,"Rpl31-ps15"
"Rpl32",11.592263033327,11.7877697423811,11.9357244633897,11.7326074840831,11.2328969977032,11.5643787660233,12.5557433204298,12.4625663859192,12.6262341951674,"Rpl32"
"Rpl32l",5.03478601889008,4.94805273773266,4.56528737666322,5.10709643209479,4.8568339971039,4.29878195671709,5.16469335417473,4.4740014290903,4.90292144618743,"Rpl32l"
"Rpl34",9.073600546282,9.35723822112635,9.59067527034471,9.34993562906542,8.84376706184229,8.98915047142603,10.0804336967582,9.95196745793258,10.1072354481924,"Rpl34"
"Rpl35",8.13430589307794,8.33229574185124,8.4254819637868,8.13646135376183,7.89520890169716,7.41422905978195,9.01153595902255,9.04730140994433,9.42228246361977,"Rpl35"
"Rpl35a",8.8122861259949,9.01294552887403,8.74268266120453,9.06168404440178,8.6932941773812,8.67395667993183,9.41640497553774,9.32079188265971,9.22742209840099,"Rpl35a"
"Rpl36",7.05462030274398,7.12600372055044,7.4294935463744,7.0042786635384,6.6173461355845,6.80383629690356,7.52365188888118,7.47031613832224,7.50563758479885,"Rpl36"
"Rpl36-ps12",4.2982061523158,4.7284351313303,4.45307066566371,4.82166923979832,4.32345067233676,5.03649713111895,4.6636280876042,4.85018350304565,4.90292144618743,"Rpl36-ps12"
"Rpl36a",8.00559430934887,8.19023723945765,8.24524057384568,8.39944436190847,8.11537411425042,8.30811211813828,8.3548304757143,8.24726662684327,8.17952844007544,"Rpl36a"
"Rpl36a-ps2",4.64451239691233,4.50284177895054,4.30570654161492,4.50514889364436,4.47796538215946,4.79865924143784,5.06378069934473,4.68833319517471,4.90292144618743,"Rpl36a-ps2"
"Rpl36a-ps3",4.79729798369832,4.78939785464179,4.45307066566371,4.62854551761038,4.59553872099476,4.44335055821301,4.82037893055,4.32062439631151,4.73210749613293,"Rpl36a-ps3"
"Rpl36al",6.99259077457454,6.82014325308021,7.0619546426486,7.09463453479841,6.56872117236861,6.60855859894394,7.41199440596396,7.38230243709269,7.62241287152567,"Rpl36al"
"Rpl37",6.92768697563566,7.29347436874753,7.31141879332796,7.14377313061804,7.02777146048943,6.92024464271323,7.6342938015242,7.43576258689104,7.72232121532196,"Rpl37"
"Rpl37a",7.68791974133079,7.94895011172749,8.19404109383138,8.09992196126623,7.57979938991006,7.96239646432467,8.18176764406213,8.12850480709944,8.5393743931553,"Rpl37a"
"Rpl37rt",5.83311477091338,6.07718089884275,5.44673706065815,6.01294934869578,5.6564144213422,5.41995755365476,6.29133587229653,6.1978959058007,6.3102915473867,"Rpl37rt"
"Rpl38",9.75864191903437,9.90886966158452,10.1960657179242,10.0203562164435,9.43935639458598,9.06819410879196,10.9135990515139,10.7898075199266,11.3600783759698,"Rpl38"
"Rpl38-ps2",4.64451239691233,4.84581432645964,4.45307066566371,4.62854551761038,4.32345067233676,5.78453770396383,5.29917629650479,5.15449033471646,5.80354652201626,"Rpl38-ps2"
"Rpl39",7.97945935663369,8.38674043688231,8.61064923808925,8.38434618652324,7.88228613545771,7.69200759214482,8.64520324778407,8.51750670647866,8.37069089576422,"Rpl39"
"Rpl3l",4.92434262379694,4.89850070263331,4.8823193403231,4.97593095163481,5.21407974983523,5.087128098259,5.06378069934473,4.4740014290903,4.73210749613293,"Rpl3l"
"Rpl4",13.4965492981271,13.6531981635248,13.4565035230117,13.630437467063,13.3749979473511,13.3807045961439,14.0761705050346,14.09076863003,14.2474611180698,"Rpl4"
"Rpl41",11.7534560426851,11.8714102825424,11.9685538659547,11.6373235891669,11.0450393976597,11.2678487023767,12.1246050637044,12.0768144239394,12.2612784336806,"Rpl41"
"Rpl5",10.6388860848645,10.468328389851,10.2344859576276,10.2757845590063,9.95790342914545,10.2554482174576,10.6124949377052,10.578171235322,10.0995572310044,"Rpl5"
"Rpl5-ps2",4.55248688125715,4.7284351313303,4.65918668651895,4.73164010522718,4.8568339971039,4.29878195671709,5.5598841983811,5.25326633833327,5.37511388073105,"Rpl5-ps2"
"Rpl6",9.73703841659831,9.84116088424001,10.0352131012329,9.9229045844877,9.64578534949922,9.80548798364766,10.5172008389517,10.4668894974411,10.8088251841712,"Rpl6"
"Rpl6l",3.94681959180372,4.26915876137029,4.30570654161492,4.34284185378424,3.94681959180372,4.44335055821301,4.30797798885145,4.68833319517471,4.50548537441962,"Rpl6l"
"Rpl7",11.2215515809416,11.3871380130652,11.3204170723319,11.0977706109133,10.7147764404073,11.0666367648242,11.8965851157633,11.9010327579157,11.9894960491218,"Rpl7"
"Rpl7-ps7",3.94681959180372,4.40173776365751,4.30570654161492,4.34284185378424,3.94681959180372,4.29878195671709,4.56916238365795,4.77365013334238,4.50548537441962,"Rpl7-ps7"
"Rpl7a",9.79792361323094,9.97797243890422,10.1296660670041,9.83695592951745,9.38562847476539,9.47975704146346,10.3618351146992,10.3218609889981,10.6507519183034,"Rpl7a"
"Rpl7a-ps10",4.2982061523158,4.40173776365751,3.94681959180372,3.94681959180372,4.32345067233676,3.94681959180372,4.30797798885145,4.68833319517471,4.73210749613293,"Rpl7a-ps10"
"Rpl7a-ps7",3.94681959180372,4.40173776365751,3.94681959180372,4.50514889364436,3.94681959180372,4.29878195671709,4.56916238365795,4.4740014290903,3.94681959180372,"Rpl7a-ps7"
"Rpl7l1",10.9637633488296,10.9755151658134,11.2680690184724,11.0492375536829,10.8373610973054,10.8758678267094,11.1422565121875,11.1485270163116,11.2198208359633,"Rpl7l1"
"Rpl8",12.9570807673267,13.1065826443407,13.2700200334346,13.1806347961418,12.8590581784163,12.7058760103459,13.8477028280405,13.7967518635888,14.1017481000446,"Rpl8"
"Rpl9",7.44137366630027,7.75515741274532,7.61154172067566,7.30341171472184,7.3913508748628,7.24747886802447,8.28448732121981,8.17615442150049,8.15596711520435,"Rpl9"
"Rpl9-ps3",4.7250186872057,3.94681959180372,4.45307066566371,5.04383898986576,3.94681959180372,4.55346984993606,3.94681959180372,4.4740014290903,3.94681959180372,"Rpl9-ps3"
"Rpl9-ps7",4.86331195426415,4.7284351313303,4.8150177324411,4.34284185378424,4.8568339971039,5.2248131331063,4.74623803316136,4.77365013334238,4.90292144618743,"Rpl9-ps7"
"Rpl9-ps8",4.86331195426415,4.58756062908026,4.56528737666322,3.94681959180372,3.94681959180372,3.94681959180372,4.74623803316136,4.4740014290903,4.34308198590873,"Rpl9-ps8"
"Rplp0",12.082786156297,12.2748855131153,12.5813254226508,11.6703068943344,11.2195297263223,11.4534444868363,13.0711068720876,12.9798334870674,13.3889051970686,"Rplp0"
"Rplp0-ps1",4.2982061523158,4.7284351313303,4.56528737666322,4.82166923979832,4.32345067233676,4.44335055821301,4.56916238365795,4.4740014290903,4.62895390602379,"Rplp0-ps1"
"Rplp1",10.7126690538664,10.8108133026864,11.1675688394955,11.2419625982004,10.7372850466868,10.9108496240113,11.5842383217068,11.3791722417309,11.7997697183487,"Rplp1"
"Rplp2",10.6839297362538,10.7479960684526,10.8141504344866,10.5624234893767,10.2905952524641,10.2608820361964,11.7208869363894,11.6338682652278,11.9396299478272,"Rplp2"
