"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"3","A2m",2064.51893944117,1.55268883179177,0.221688838531492,7.00391071592541,2.48914773585274e-12,2.21531552924955e-11
"6","A4galt",83.6657009398353,-0.415105553790666,0.285670560972966,-1.45309181449029,0.146198263460411,0.232230339832183
"347","AI115009",8.54834536347357,-0.452119323463179,0.633741260430046,-0.713413109880802,0.475590163081721,0.5934447429682
"350","AI413582",790.210270758867,1.21846287258245,0.212299135696314,5.73936803174469,9.50305017963494e-09,5.8838254104595e-08
"353","AI463170",1.47705591913519,2.15843535297271,1.88882875112334,1.1427374512851,0.253147615363025,0.362549693283568
"359","AI506816",409.610745964635,-1.44835984963832,0.135830745682886,-10.6629750308498,1.516667786895e-26,3.45193588297301e-25
"361","AI593442",1963.22034059138,-0.538868062243151,0.2385794819934,-2.25865215961051,0.023905030531643,0.0494496935500662
"363","AI661453",20.3282061235248,-0.899399149561693,0.416540457335843,-2.15921198942876,0.0308337243311845,0.0616963631852443
"369","AI854703",728.020335415281,0.494891801527421,0.1455890471951,3.39923786206409,0.000675739208737249,0.0020281955943945
"379","AU021092",196.279586284644,-0.267585041751828,0.225872892372349,-1.18467089583604,0.236147594019121,0.342571550089776
"383","AU022754",11.1159337850003,-1.03647263836712,0.600159124160282,-1.72699638586234,0.0841683125592373,0.146607458712876
"386","AU040320",2677.31001600989,0.423762577050652,0.129634519391934,3.26890228805074,0.00107965578736773,0.00309587171012382
"392","AW011738",85.7906108464708,-0.359197098588085,0.25834627221463,-1.3903707435332,0.164416325786404,0.256005352656564
"401","AW551984",159.936968090904,-4.56296807808924,0.808181111206179,-5.64597218967316,1.64250397327758e-08,9.87237423374937e-08
"402","AW554918",657.38497904479,-0.20012759503308,0.141328205737167,-1.41604850913669,0.156761302239846,0.245789972373856
"413","Aanat",9.18937313619476,0.153939626710271,0.60918200816095,0.252698905496236,0.800500893728484,0.861030261874305
"421","Aass",138.988146727192,0.991768172879236,0.30922339474068,3.20728699622145,0.00133993247069287,0.0037662847480203
"422","Aatf",996.191911020832,0.0282838952165881,0.130220404466867,0.217200179437199,0.828052344851265,0.881610024737173
"423","Aatk",9198.07378729879,0.612398023143597,0.171799944984742,3.56459964639678,0.000364411991171871,0.00115816657778884
"425","Abca1",2289.80378458263,-0.495595792517411,0.226309616577839,-2.18990160476433,0.0285313735805062,0.057629931016358
"427","Abca13",8.17633974365043,0.565854043894878,0.683347620787643,0.828061775122098,0.407635515860288,0.528026882359623
"431","Abca4",292.607809585124,-1.02579285055868,0.877169066878745,-1.16943573284998,0.242228120188157,0.349461968527032
"435","Abca8a",106.818771323677,-0.571896390160024,0.248251855649014,-2.3036943214982,0.0212398088320314,0.0445190983254881
"440","Abcb1a",859.386197023499,1.07474103338122,0.184265806393112,5.83255816376681,5.45839682133188e-09,3.46890669173996e-08
"442","Abcb4",57.8337972856121,-0.568310882760032,0.258331900180716,-2.19992529905315,0.0278121954338695,0.0563975025013248
"444","Abcb7",1793.23378936018,0.385935990525119,0.219077168657297,1.7616440494027,0.0781294565489626,0.1374775614154
"446","Abcb9",1530.08090380585,0.111834241150015,0.143911328958136,0.777105193591446,0.437096710082329,0.555730734478278
"450","Abcc2",1.87901794249309,-1.30027513410248,1.66302697374442,-0.781872546044648,0.434289480912733,0.553604767319868
"451","Abcc3",63.8471055446239,-0.350730422259294,0.326989852957195,-1.07260338229886,0.283449106556664,0.396304058393173
"452","Abcc4",401.262988855339,0.189658406705099,0.161761909513302,1.17245405470132,0.241014808182984,0.347976213793752
"454","Abcc6",68.314380251614,0.300771528182411,0.288032013001219,1.04422951132567,0.296379216273638,0.410782171304888
"455","Abcc8",2145.04278993751,0.511548732354574,0.159237623820582,3.21248659758294,0.00131591288078824,0.00370760211041337
"456","Abcc9",518.867617841887,-0.0774780970191058,0.187817820905391,-0.412517282149353,0.679960316219888,0.76642058573321
"465","Abcg1",2874.2349835106,1.56030021821377,0.127888749185127,12.200449438716,3.09113055500817e-34,1.07905109558261e-32
"466","Abcg2",615.781757459788,-0.537277676507628,0.173269157407307,-3.10082697086498,0.00192981021853165,0.00522472013169474
"468","Abcg4",1771.42602124149,0.423165906142187,0.143450051556739,2.94991811818773,0.00317858157396883,0.00820232614779257
"469","Abcg5",1.81737249680539,-1.37111555445582,1.60694044452387,-0.85324602982538,0.393522882346226,0.513722514656629
"489","Abhd6",1146.71996353169,0.985818753235248,0.134274242431994,7.34183068457478,2.10691831463432e-13,2.05632336368255e-12
"493","Abi3",802.698725290375,1.97400646396659,0.210222372883938,9.3900874435302,5.99504649112669e-21,9.59994780520943e-20
"497","Ablim1",9459.78862602784,1.47573880422634,0.100804008681564,14.6396837142473,1.5679591696044e-48,1.05790762945245e-46
"498","Ablim2",2420.87587481587,1.48956261984907,0.14595842734651,10.2053896231205,1.87566813113592e-24,3.8298630380969e-23
"499","Ablim3",3818.98037098685,1.40286133037253,0.124169446268583,11.2979591399489,1.34302885377415e-29,3.62745293258303e-28
"500","Abr",9669.77284299769,0.454911873805494,0.106338676927091,4.27795311124095,1.8861973844662e-05,7.51573047451867e-05
"506","Abtb2",1062.94245944798,-0.131102562377267,0.132194066649749,-0.991743167449608,0.321322827606875,0.437782797290235
"507","Acaa1a",1742.06316624685,-0.140932673016518,0.161796640269796,-0.871048204595059,0.383727833290506,0.503408932718808
"508","Acaa1b",18.9284889956306,-0.590089280211346,0.5015068568149,-1.17663252693899,0.239342209292169,0.346176200018414
"509","Acaa2",601.311462275297,-0.72991151629328,0.222719273378773,-3.27727145127642,0.00104815547848502,0.00301516919746197
