"","X","res_n.rownames","log_mean_counts","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SYMBOL","annotation","significant","change"
"3310",9409,"peak9409","1.716879012",52.10495337,-1.142905728,0.511435358,-2.234702217,0.025436905,0.062094274,"Gm11937","Promoter","Not Sig","Unchanged"
"3311",9410,"peak9410","1.564798632",36.71120435,-2.033029958,0.600644956,-3.384744911,0.000712444,0.003221276,"Krtap2-4","Promoter","Sig","Down"
"3312",9411,"peak9411","1.67662039",47.49199242,-1.808479259,0.525364817,-3.442330358,0.000576725,0.002698939,"Gm11562","Promoter","Sig","Unchanged"
"3313",9412,"peak9412","1.192166009",15.56560515,-1.546136385,0.904166472,-1.710012959,0.087263477,0.166290417,"Gm11563","Promoter","Not Sig","Unchanged"
"3314",9413,"peak9413","1.330198979",21.38941855,-2.907796934,0.844836322,-3.441846497,0.000577758,0.002703104,"Krtap4-6","Promoter","Sig","Down"
"3315",9424,"peak9424","1.353405728",22.56346157,-1.655484823,0.771601446,-2.145518042,0.03191145,0.074494507,"Gm11595","Promoter","Not Sig","Unchanged"
"3316",9425,"peak9425","1.333322395",21.54380427,-1.717240362,0.787628862,-2.180265916,0.029237756,0.069495362,"Krtap4-8","Promoter","Not Sig","Unchanged"
"3317",9426,"peak9426","0.990648542",9.786976419,-1.569591155,1.416215847,-1.108299387,0.26773254,0.393908687,"Krtap4-13","Promoter","Not Sig","Unchanged"
"3318",9427,"peak9427","1.304051849",20.13964678,-1.411549116,0.797698415,-1.769527291,0.076805921,0.150327212,"Gm11564","Promoter","Not Sig","Unchanged"
"3319",9428,"peak9428","1.425811339",26.65700412,-2.481964276,0.761965393,-3.2573189,0.0011247,0.004736569,"Gm11568","Promoter","Sig","Down"
"3320",9429,"peak9429","1.603846587",40.1648905,-1.778412385,0.577742789,-3.078207844,0.002082496,0.007930228,"Gm11559","Promoter","Sig","Unchanged"
"3321",9430,"peak9430","1.599722686",39.78530446,-1.95713608,0.583407412,-3.354664408,0.000794613,0.003538285,"Krtap9-1","Promoter","Sig","Unchanged"
"3322",9431,"peak9431","1.605247258",40.29463795,-2.031025367,0.578874936,-3.508573683,0.000450516,0.002189101,"Gm11567","Promoter","Sig","Down"
"3323",9432,"peak9432","1.2156505",16.43048943,-3.061170965,0.951491276,-3.217234928,0.001294326,0.005334943,"Krtap31-1","Promoter","Sig","Down"
"3324",9433,"peak9433","1.265573937",18.4320626,-2.65695657,0.891675516,-2.979734807,0.00288498,0.010396447,"Krtap9-5","Promoter","Sig","Down"
"3325",9434,"peak9434","2.776046971",597.0998617,0.681284883,0.181275621,3.758281875,0.000171084,0.00096136,"Krtap16-1","Promoter","Sig","Unchanged"
"3326",9435,"peak9435","1.205970356",16.06831569,-2.109279402,0.938026598,-2.24863496,0.02453573,0.060314258,"Krt19","Promoter","Not Sig","Unchanged"
"3327",9440,"peak9440","2.641611572",438.1386563,0.145687185,0.187593491,0.776611086,0.437388259,0.56619215,"Eif1","Promoter","Not Sig","Unchanged"
"3328",9441,"peak9441","2.26973314",186.0943297,-0.04563592,0.279523984,-0.163262986,0.870311376,0.91553242,"Hap1","Promoter","Not Sig","Unchanged"
"3329",9444,"peak9444","1.972279737",93.81661022,1.966534235,0.403547291,4.873119657,1.1e-06,1.19e-05,"Jup","Promoter","Sig","Up"
"3330",9447,"peak9447","2.404506075",253.8084488,2.67153351,0.274178043,9.743790874,1.96e-22,3.58e-20,"Jup","Promoter","Sig","Up"
"3331",9448,"peak9448","2.564425578",366.7968337,0.873673104,0.20478078,4.266382349,1.99e-05,0.000150672,"Jup","Promoter","Sig","Unchanged"
"3332",9450,"peak9450","2.491450779",310.0635953,0.637620845,0.237486668,2.684870059,0.007255801,0.022362467,"P3h4","Promoter","Sig","Unchanged"
"3333",9451,"peak9451","1.315794785",20.69163387,0.41608467,0.796435071,0.522433888,0.601368266,0.712244407,"Fkbp10","Promoter","Not Sig","Unchanged"
"3334",9452,"peak9452","2.165945802",146.5364958,0.172862801,0.300991891,0.574310493,0.56575771,0.682100001,"Nt5c3b","Promoter","Not Sig","Unchanged"
"3335",9453,"peak9453","2.057047269",114.0373899,0.189778104,0.35278544,0.537941998,0.590617092,0.703020918,"Klhl11","Promoter","Not Sig","Unchanged"
"3336",9455,"peak9455","2.34249597",220.0371294,-0.215346713,0.263581309,-0.817002972,0.41392673,0.544676184,"Acly","Promoter","Not Sig","Unchanged"
"3337",9456,"peak9456","1.697211744",49.79798196,-0.779735839,0.531218754,-1.467824383,0.142151932,0.243275163,"Ttc25","Promoter","Not Sig","Unchanged"
"3338",9460,"peak9460","1.959037341",90.99915111,0.140876102,0.380202632,0.370529003,0.71098837,0.800051622,"Cnp","Promoter","Not Sig","Unchanged"
"3339",9461,"peak9461","1.516814293",32.87110421,1.585636589,0.64363294,2.463572775,0.013755997,0.037696569,"Dnajc7","Promoter","Sig","Up"
"3340",9463,"peak9463","1.437829328",27.40496983,-0.391847514,0.67767532,-0.578223084,0.563113515,0.679936936,"Dnajc7","Promoter","Not Sig","Unchanged"
"3341",9464,"peak9464","2.334840601",216.1924886,0.164453869,0.263709434,0.623617692,0.532878689,0.652997467,"Dnajc7","Promoter","Not Sig","Unchanged"
"3342",9465,"peak9465","2.711966042",515.1883602,1.287825982,0.200030478,6.438148799,1.21e-10,3.36e-09,"Nkiras2","Promoter","Sig","Up"
"3343",9468,"peak9468","1.892297004",78.03635999,-1.446508354,0.416907093,-3.469617997,0.000521199,0.002479441,"Zfp385c","Promoter","Sig","Unchanged"
"3344",9470,"peak9470","1.609713475",40.71115979,0.215428167,0.562353642,0.383083084,0.701658162,0.792607404,"Dhx58","Promoter","Not Sig","Unchanged"
"3345",9471,"peak9471","2.216416992",164.5951341,0.142917144,0.28903055,0.49447072,0.62097378,0.72850342,"Kat2a","Promoter","Not Sig","Unchanged"
"3346",9472,"peak9472","2.273431754",187.6859461,-0.127269376,0.268455131,-0.474080625,0.635442415,0.740241546,"Rab5c","Promoter","Not Sig","Unchanged"
"3347",9474,"peak9474","2.088957564",122.73193,0.18664256,0.3386826,0.551083995,0.581576097,0.695428843,"Hcrt","Promoter","Not Sig","Unchanged"
"3348",9475,"peak9475","1.690414203",49.02461629,-0.488522899,0.543401264,-0.899009501,0.3686476,0.500407278,"Ghdc","Promoter","Not Sig","Unchanged"
"3349",9476,"peak9476","1.48690461",30.68347973,0.71990131,0.669868839,1.074689951,0.282513564,0.409455166,"Ghdc","Promoter","Not Sig","Unchanged"
"3350",9482,"peak9482","2.654669578",451.5122914,0.911381254,0.191345254,4.763019907,1.91e-06,1.93e-05,"Stat5b","Promoter","Sig","Unchanged"
"3351",9483,"peak9483","1.759996625",57.54354659,-1.026779133,0.47998961,-2.139169496,0.032421944,0.075439265,"Stat5a","Promoter","Not Sig","Unchanged"
"3352",9484,"peak9484","1.914162483",82.06585215,0.849063226,0.426978289,1.988539579,0.046752046,0.1012469,"Stat5a","Promoter","Not Sig","Unchanged"
"3353",9486,"peak9486","1.728620205",53.53283027,-0.854446786,0.504398384,-1.693991918,0.090266819,0.170727894,"Stat3","Promoter","Not Sig","Unchanged"
"3354",9487,"peak9487","1.882517582",76.29877797,-0.967877361,0.431074082,-2.245269202,0.024750856,0.060732027,"Stat3","Promoter","Not Sig","Unchanged"
"3355",9489,"peak9489","2.313463134",205.8084177,0.100267589,0.279044818,0.359324319,0.719352484,0.806054208,"Stat3","Promoter","Not Sig","Unchanged"
"3356",9493,"peak9493","1.908492595",81.00141295,-0.081381393,0.402793076,-0.202042682,0.839883357,0.89474616,"Cavin1","Promoter","Not Sig","Unchanged"
"3357",9496,"peak9496","2.39614839",248.970786,0.228382131,0.236909927,0.964004057,0.335043892,0.465821464,"Atp6v0a1","Promoter","Not Sig","Unchanged"
"3358",9497,"peak9497","1.559763882",36.28807096,-1.159957378,0.60041316,-1.931931968,0.053367903,0.112547624,"Atp6v0a1","Promoter","Not Sig","Unchanged"
"3359",9500,"peak9500","2.708156683",510.6892117,0.500795389,0.200689372,2.495375729,0.012582382,0.035078118,"Naglu","Promoter","Sig","Unchanged"
"3360",9501,"peak9501","2.31387433",206.0033722,0.286428176,0.259314049,1.104560967,0.269349872,0.395542059,"Coasy","Promoter","Not Sig","Unchanged"
"3361",9502,"peak9502","2.335195576",216.3692679,-0.456101691,0.268483023,-1.698810175,0.089354956,0.169391505,"Mlx","Promoter","Not Sig","Unchanged"
"3362",9503,"peak9503","2.388361556",244.5465586,0.403796366,0.244489307,1.651591111,0.098617933,0.183063155,"Psmc3ip","Promoter","Not Sig","Unchanged"
"3363",9504,"peak9504","2.574974762",375.8155641,0.43403491,0.20022238,2.167764214,0.030176631,0.071298349,"Tubg1","Promoter","Not Sig","Unchanged"
"3364",9505,"peak9505","1.742165626",55.22880238,0.887331732,0.481903363,1.841306371,0.065576675,0.13253341,"Tubg1","Promoter","Not Sig","Unchanged"
"3365",9508,"peak9508","2.150874165",141.5383618,0.608465468,0.33063735,1.840280502,0.065727066,0.132792931,"Tubg2","Promoter","Not Sig","Unchanged"
"3366",9509,"peak9509","2.056964369",114.0156242,0.898391469,0.349107975,2.573391426,0.010070724,0.029167087,"Plekhh3","Promoter","Sig","Unchanged"
"3367",9510,"peak9510","2.723224721",528.7187604,0.756046517,0.178901971,4.226037942,2.38e-05,0.000175975,"Plekhh3","Promoter","Sig","Unchanged"
"3368",9511,"peak9511","2.329528672",213.5643074,0.634221826,0.270611066,2.343665522,0.019095287,0.049199099,"Cntnap1","Promoter","Sig","Unchanged"
"3369",9515,"peak9515","1.823103596",66.54318687,0.568105222,0.474338933,1.197677826,0.231042465,0.352810098,"Ezh1","Promoter","Not Sig","Unchanged"
"3370",9516,"peak9516","2.317333782",207.6508828,0.93498867,0.26965833,3.467308686,0.000525698,0.002497295,"Ezh1","Promoter","Sig","Unchanged"
"3371",9517,"peak9517","1.379995674",23.98809026,-0.35656804,0.72148265,-0.494215683,0.621153865,0.728617698,"Vps25","Promoter","Not Sig","Unchanged"
"3372",9518,"peak9518","1.925828596",84.30019826,-0.22217523,0.392644163,-0.56584371,0.57150003,0.686798858,"Vps25","Promoter","Not Sig","Unchanged"
"3373",9519,"peak9519","1.699059789",50.01033793,-0.16059137,0.503534427,-0.318928283,0.749780897,0.829485307,"Wnk4","Promoter","Not Sig","Unchanged"
"3374",9520,"peak9520","1.733906447",54.18841485,-0.112524121,0.482735876,-0.233096662,0.815686347,0.877191766,"Coa3","Promoter","Not Sig","Unchanged"
"3375",9521,"peak9521","1.949774473",89.07882365,-0.334964278,0.379636869,-0.882328102,0.377599404,0.509364651,"Becn1","Promoter","Not Sig","Unchanged"
"3376",9522,"peak9522","2.734310537",542.3885804,0.953745668,0.184451038,5.170725416,2.33e-07,3.04e-06,"Psme3","Promoter","Sig","Unchanged"
"3377",9523,"peak9523","1.276095636",18.8840715,-1.003772969,0.825879008,-1.215399543,0.224213742,0.344732871,"Aoc2","Promoter","Not Sig","Unchanged"
"3378",9524,"peak9524","2.125597394",133.5357019,0.247442962,0.314357323,0.787139168,0.431200403,0.560501456,"Aarsd1","Promoter","Not Sig","Unchanged"
"3379",9525,"peak9525","2.26233668",182.9517973,-0.146778066,0.297579823,-0.493239307,0.621843507,0.729228388,"Rundc1","Promoter","Not Sig","Unchanged"
"3380",9527,"peak9527","2.519349899",330.6358181,0.203455772,0.209921126,0.969201031,0.332444897,0.463271435,"Rpl27","Promoter","Not Sig","Unchanged"
"3381",9528,"peak9528","1.894612164",78.45347128,-1.123329634,0.415929256,-2.700770905,0.006917897,0.021512101,"Vat1","Promoter","Sig","Unchanged"
"3382",9529,"peak9529","2.304163705",201.4483454,-1.139153277,0.274747002,-4.146190013,3.38e-05,0.000237819,"Rnd2","Promoter","Sig","Unchanged"
"3383",9532,"peak9532","2.479496554",301.6452939,0.136864639,0.223303503,0.612908609,0.539936771,0.659192008,"Nbr1","Promoter","Not Sig","Unchanged"
"3384",9533,"peak9533","1.340950674",21.92555897,-0.936172837,0.76403648,-1.22529861,0.220462732,0.340471578,"Nbr1","Promoter","Not Sig","Unchanged"
"3385",9535,"peak9535","2.034003604",108.1442926,-1.258572299,0.366612703,-3.432975147,0.000596997,0.002774646,"Rdm1","Promoter","Sig","Unchanged"
"3386",9536,"peak9536","1.764843484",58.18934704,0.130587282,0.501659883,0.260310394,0.794624356,0.862082844,"Rdm1","Promoter","Not Sig","Unchanged"
"3387",9540,"peak9540","1.953798074",89.90794563,-0.082868965,0.386427356,-0.214449014,0.830196923,0.887667142,"Arl4d","Promoter","Not Sig","Unchanged"
"3388",9543,"peak9543","2.227156197",168.7159717,0.06689462,0.306499838,0.218253363,0.82723171,0.885659674,"Dhx8","Promoter","Not Sig","Unchanged"
"3389",9545,"peak9545","2.301790893",200.3507133,0.137235464,0.262044704,0.52371012,0.600480176,0.711547825,"Etv4","Promoter","Not Sig","Unchanged"
"3390",9561,"peak9561","2.251172272",178.3085926,0.337220467,0.29957058,1.12567952,0.260301195,0.385650273,"Sost","Promoter","Not Sig","Unchanged"
"3391",9562,"peak9562","2.148996941",140.9278873,-0.173833167,0.307160672,-0.565935626,0.571437542,0.686752755,"Sost","Promoter","Not Sig","Unchanged"
"3392",9563,"peak9563","1.733605107",54.15082863,2.037686955,0.518341315,3.931168318,8.45e-05,0.000524734,"Dusp3","Promoter","Sig","Up"
"3393",9564,"peak9564","2.427312414",267.4929953,0.930916616,0.235511034,3.952751602,7.73e-05,0.000486193,"Dusp3","Promoter","Sig","Unchanged"
"3394",9565,"peak9565","2.162226924",145.287056,-0.443308859,0.321501352,-1.3788709,0.167934562,0.276406763,"Dusp3","Promoter","Not Sig","Unchanged"
"3395",9566,"peak9566","2.210561546",162.3908466,-0.353055854,0.293527124,-1.202804869,0.22905184,0.3504471,"Mpp3","Promoter","Not Sig","Unchanged"
"3396",9568,"peak9568","2.623044159",419.801667,0.419286643,0.201854161,2.077176123,0.037785307,0.085384745,"Mpp3","Promoter","Not Sig","Unchanged"
"3397",9569,"peak9569","2.385140584",242.7395732,1.128235886,0.279472571,4.037018312,5.41e-05,0.000358385,"Mpp3","Promoter","Sig","Up"
"3398",9571,"peak9571","2.359924697",229.047047,0.486797713,0.269644937,1.805328586,0.071023279,0.141213178,"Cd300lg","Promoter","Not Sig","Unchanged"
"3399",9574,"peak9574","2.341130796",219.3465438,0.004131441,0.251949561,0.016397888,0.986916965,0.991829599,"Mpp2","Promoter","Not Sig","Unchanged"
"3400",9576,"peak9576","1.645621139",44.22024446,-0.080234601,0.533141682,-0.150493956,0.880374919,0.922737482,"Ppy","Promoter","Not Sig","Unchanged"
"3401",9579,"peak9579","1.871630686",74.40989403,0.42841677,0.413399517,1.036326249,0.300049964,0.428477138,"Tmem101","Promoter","Not Sig","Unchanged"
"3402",9582,"peak9582","2.227345366",168.7894763,-0.227903812,0.284201545,-0.801909122,0.422605529,0.552647706,"Lsm12","Promoter","Not Sig","Unchanged"
"3403",9583,"peak9583","2.149590944",141.1207721,0.044517419,0.322486762,0.138044175,0.890205506,0.929036066,"G6pc3","Promoter","Not Sig","Unchanged"
"3404",9585,"peak9585","2.417433504",261.4770064,1.382685334,0.256613452,5.388202853,7.12e-08,1.06e-06,"Hdac5","Promoter","Sig","Up"
"3405",9586,"peak9586","2.544855544",350.6352256,0.871863035,0.213485972,4.083935944,4.43e-05,0.000300871,"Mir8101","Promoter","Sig","Unchanged"
"3406",9588,"peak9588","1.557896526",36.13237645,0.212315347,0.588004901,0.361077513,0.718041503,0.805172575,"Hrob","Promoter","Not Sig","Unchanged"
"3407",9589,"peak9589","2.093169195",123.9279298,-1.871226164,0.339932252,-5.504703232,3.7e-08,5.88e-07,"Asb16","Promoter","Sig","Unchanged"
"3408",9590,"peak9590","1.846975925",70.30333461,-0.001577711,0.447356021,-0.003526745,0.99718607,0.998238065,"Asb16","Promoter","Not Sig","Unchanged"
"3409",9592,"peak9592","2.25629481",180.4242091,0.381992299,0.289800859,1.318119968,0.187463491,0.300606855,"Tmub2","Promoter","Not Sig","Unchanged"
"3410",9593,"peak9593","2.795243003",624.0839344,0.450279224,0.16911438,2.662572072,0.007754596,0.023576854,"Atxn7l3","Promoter","Sig","Unchanged"
"3411",9594,"peak9594","2.453729847",284.2692258,0.608197482,0.236847623,2.567885099,0.010232107,0.02954731,"Ubtf","Promoter","Sig","Unchanged"
"3412",9595,"peak9595","3.036002872",1086.432809,1.137562063,0.152551365,7.456911715,8.86e-14,4.44e-12,"Ubtf","Promoter","Sig","Up"
"3413",9596,"peak9596","2.605850277",403.5062603,0.404653288,0.197425836,2.049647084,0.040398882,0.089934309,"Ubtf","Promoter","Not Sig","Unchanged"
"3414",9597,"peak9597","2.387765468",244.2111381,0.437987936,0.260020413,1.684436739,0.092097296,0.173486879,"Ubtf","Promoter","Not Sig","Unchanged"
"3415",9600,"peak9600","1.511925512",32.50315448,1.425669756,0.639099304,2.230748411,0.025697799,0.062601515,"Slc4a1","Promoter","Not Sig","Unchanged"
"3416",9601,"peak9601","1.816950198",65.60700279,0.59029181,0.440255263,1.340794444,0.179987201,0.291325978,"Bloodlinc","Promoter","Not Sig","Unchanged"
"3417",9602,"peak9602","2.686292703",485.6156822,0.407505856,0.189873186,2.146200122,0.031857016,0.074394887,"Rundc3a","Promoter","Not Sig","Unchanged"
"3418",9603,"peak9603","1.839209056",69.05721434,0.463220745,0.443160796,1.045265621,0.295900222,0.423953508,"Rundc3a","Promoter","Not Sig","Unchanged"
"3419",9604,"peak9604","2.514197529",326.7364071,0.651699747,0.225425919,2.890970786,0.003840538,0.013191988,"Slc25a39","Promoter","Sig","Unchanged"
"3420",9605,"peak9605","2.021476596",105.0694832,0.169351052,0.35439588,0.47785841,0.632750984,0.737991284,"Slc25a39","Promoter","Not Sig","Unchanged"
"3421",9606,"peak9606","2.360606657",229.4069955,0.062415453,0.255863175,0.243940745,0.807276712,0.871208817,"Grn","Promoter","Not Sig","Unchanged"
"3422",9607,"peak9607","2.135430076",136.5935134,-0.790495664,0.322834532,-2.448609381,0.014340888,0.03897671,"Grn","Promoter","Sig","Unchanged"
"3423",9608,"peak9608","2.066508077",116.5488727,0.057375287,0.3540324,0.162062248,0.871256835,0.916202815,"Grn","Promoter","Not Sig","Unchanged"
"3424",9609,"peak9609","2.179990853",151.3529372,-0.26378994,0.297250101,-0.887434314,0.374845116,0.506525332,"Fam171a2","Promoter","Not Sig","Unchanged"
"3425",9610,"peak9610","1.704331459",50.62108608,0.882251618,0.518449,1.701713413,0.088809105,0.168566482,"Fam171a2","Promoter","Not Sig","Unchanged"
"3426",9611,"peak9611","2.600160499",398.2543228,0.147307809,0.194869636,0.755930027,0.44969115,0.578135168,"Fam171a2","Promoter","Not Sig","Unchanged"
"3427",9612,"peak9612","1.760928762",57.6671863,0.670003089,0.501174866,1.336864903,0.181266739,0.292880794,"Fam171a2","Promoter","Not Sig","Unchanged"
"3428",9613,"peak9613","2.344161164",220.882426,0.837088894,0.252407393,3.316419869,0.000911787,0.003971213,"Itga2b","Promoter","Sig","Unchanged"
"3429",9614,"peak9614","1.899748277",79.3867965,-0.154177175,0.401007699,-0.384474351,0.700626903,0.791803805,"Itga2b","Promoter","Not Sig","Unchanged"
"3430",9616,"peak9616","2.66386801",461.1773925,0.452311726,0.202874969,2.229509774,0.025780006,0.062746189,"Gpatch8","Promoter","Not Sig","Unchanged"
"3431",9618,"peak9618","1.4856965",30.59824376,-0.899639902,0.649808983,-1.384468245,0.166215125,0.274267288,"Gm11627","Promoter","Not Sig","Unchanged"
"3432",9619,"peak9619","1.8013262",63.28870368,-3.144968992,0.498815994,-6.30486798,2.88e-10,7.36e-09,"Gm11627","Promoter","Sig","Down"
"3433",9620,"peak9620","2.720481657",525.3898243,-1.532145586,0.1792546,-8.547315299,1.26e-17,1.18e-15,"Fzd2","Promoter","Sig","Unchanged"
"3434",9621,"peak9621","1.874110931",74.83606289,-3.119155924,0.464177366,-6.719750141,1.82e-11,5.92e-10,"2810433D01Rik","Promoter","Sig","Down"
"3435",9624,"peak9624","2.50682601",321.2373316,0.593821058,0.21640271,2.744055557,0.006068527,0.019310613,"Ccdc43","Promoter","Sig","Unchanged"
"3436",9631,"peak9631","2.627779359",424.4038927,1.073913527,0.195727436,5.486780749,4.09e-08,6.45e-07,"Adam11","Promoter","Sig","Up"
"3437",9632,"peak9632","1.614184453",41.13243815,0.439476337,0.58867577,0.746550749,0.455334787,0.583362154,"Adam11","Promoter","Not Sig","Unchanged"
"3438",9633,"peak9633","2.155616204",143.0922802,-0.306899099,0.303791683,-1.010228774,0.312385697,0.441839546,"Adam11","Promoter","Not Sig","Unchanged"
"3439",9634,"peak9634","2.174794305",149.552716,-0.190138257,0.322195868,-0.590132512,0.555101813,0.672529241,"Adam11","Promoter","Not Sig","Unchanged"
"3440",9635,"peak9635","2.415555759",260.3489073,-0.308005646,0.233537593,-1.31886966,0.187212691,0.300323105,"Gjc1","Promoter","Not Sig","Unchanged"
"3441",9636,"peak9636","1.814063675",65.17239414,-0.960797486,0.449280485,-2.13852486,0.032474169,0.07554175,"Eftud2","Promoter","Not Sig","Unchanged"
"3442",9637,"peak9637","1.930842044",85.27898921,2.757727551,0.437196128,6.3077584,2.83e-10,7.24e-09,"Eftud2","Promoter","Sig","Up"
"3443",9638,"peak9638","2.118737042",131.4428727,-0.141702537,0.322734178,-0.439068888,0.660611622,0.760421003,"Eftud2","Promoter","Not Sig","Unchanged"
"3444",9640,"peak9640","2.09089732",123.2813326,-0.377216661,0.326566177,-1.155100214,0.248049391,0.371750875,"Gfap","Promoter","Not Sig","Unchanged"
"3445",9641,"peak9641","1.893697066",78.28833665,-0.35915812,0.415212895,-0.864997508,0.387040157,0.518756633,"Gfap","Promoter","Not Sig","Unchanged"
"3446",9642,"peak9642","1.782321484",60.57891406,-0.896274798,0.464447228,-1.929766706,0.053635751,0.113007839,"Kif18b","Promoter","Not Sig","Unchanged"
"3447",9643,"peak9643","2.210655065",162.4258188,-0.693240332,0.287713797,-2.409478932,0.015975318,0.042539581,"C1ql1","Promoter","Sig","Unchanged"
"3448",9644,"peak9644","1.456434796",28.60452866,-1.58729962,0.705402733,-2.250203388,0.024436037,0.060104607,"2410004I01Rik","Promoter","Not Sig","Unchanged"
"3449",9649,"peak9649","1.833943834",68.22504543,-0.37749751,0.435242342,-0.867327172,0.385762773,0.517605055,"Mir6931","Promoter","Not Sig","Unchanged"
"3450",9650,"peak9650","2.162679075",145.4383958,0.071807766,0.313041288,0.229387525,0.818567731,0.879509619,"Dcakd","Promoter","Not Sig","Unchanged"
"3451",9651,"peak9651","2.219706162",165.8464431,0.121820251,0.286770462,0.424800554,0.670982073,0.768412496,"Nmt1","Promoter","Not Sig","Unchanged"
"3452",9653,"peak9653","1.311243971",20.47594581,-0.177275563,0.830028686,-0.213577635,0.830876442,0.8881589,"Plcd3","Promoter","Not Sig","Unchanged"
"3453",9654,"peak9654","1.523260191",33.36262321,-0.00018029,0.606106412,-0.000297457,0.999762664,0.999878152,"Plcd3","Promoter","Not Sig","Unchanged"
"3454",9655,"peak9655","2.192373936",155.7305926,0.980835727,0.313235541,3.131304082,0.001740319,0.006839935,"Acbd4","Promoter","Sig","Unchanged"
"3455",9656,"peak9656","2.112163608",129.4683484,0.368153563,0.326493905,1.127597046,0.259490135,0.384694598,"Acbd4","Promoter","Not Sig","Unchanged"
"3456",9657,"peak9657","2.021365955",105.0427191,0.265000936,0.375326635,0.706054171,0.48015445,0.605593883,"Hexim1","Promoter","Not Sig","Unchanged"
"3457",9658,"peak9658","2.448570416",280.91208,0.421756616,0.231581021,1.821205442,0.068575634,0.137315272,"Hexim1","Promoter","Not Sig","Unchanged"
"3458",9659,"peak9659","2.532856476",341.0801738,0.469419037,0.207844322,2.258512685,0.023913715,0.05903154,"Hexim2","Promoter","Not Sig","Unchanged"
"3459",9662,"peak9662","1.564123859",36.65420961,-0.005279287,0.583257033,-0.009051391,0.992778134,0.995560506,"Fmnl1","Promoter","Not Sig","Unchanged"
"3460",9663,"peak9663","2.244232158",175.4818312,0.944498299,0.28161056,3.353916488,0.000796764,0.003546198,"Fmnl1","Promoter","Sig","Unchanged"
"3461",9664,"peak9664","2.503007397",318.4251755,1.577104332,0.228653596,6.897351982,5.3e-12,1.93e-10,"Fmnl1","Promoter","Sig","Up"
"3462",9665,"peak9665","2.512687452",325.6022913,0.955452421,0.21734348,4.396048238,1.1e-05,9.05e-05,"Fmnl1","Promoter","Sig","Unchanged"
"3463",9666,"peak9666","2.447205914",280.0308731,0.874127744,0.228981525,3.817459706,0.000134833,0.000783293,"Spata32","Promoter","Sig","Unchanged"
"3464",9668,"peak9668","1.586861493",38.62437752,-0.611830555,0.569354213,-1.074604421,0.282551872,0.409479414,"Map3k14","Promoter","Not Sig","Unchanged"
"3465",9669,"peak9669","1.478656052",30.10620759,-1.281575655,0.685820572,-1.86867485,0.061668065,0.126190907,"Map3k14","Promoter","Not Sig","Unchanged"
"3466",9670,"peak9670","1.430182427",26.92665628,-1.408956694,0.730380051,-1.929073352,0.053721757,0.113151363,"Map3k14","Promoter","Not Sig","Unchanged"
"3467",9671,"peak9671","2.317608818",207.7824286,0.338209065,0.272988412,1.238913631,0.215377485,0.334386892,"Map3k14","Promoter","Not Sig","Unchanged"
"3468",9673,"peak9673","2.448286181",280.7282904,0.393882699,0.234471737,1.679872824,0.092982062,0.174829615,"Arhgap27","Promoter","Not Sig","Unchanged"
"3469",9674,"peak9674","1.906095021",80.55546726,-0.100850112,0.396992172,-0.254035516,0.79946812,0.865768591,"Arhgap27","Promoter","Not Sig","Unchanged"
"3470",9675,"peak9675","2.096502681",124.8828154,1.236633537,0.364540487,3.392307801,0.000693065,0.003148407,"Arhgap27","Promoter","Sig","Up"
"3471",9677,"peak9677","2.470372446",295.3741233,0.67755591,0.223399062,3.03293982,0.002421839,0.008997976,"Plekhm1","Promoter","Sig","Unchanged"
"3472",9678,"peak9678","1.521232671",33.2072316,-1.043922257,0.644607514,-1.619469575,0.105346268,0.192867207,"Lyzl6","Promoter","Not Sig","Unchanged"
"3473",9679,"peak9679","1.995380354",98.94192465,0.944558099,0.380131613,2.48481859,0.012961747,0.035940393,"Rprml","Promoter","Sig","Unchanged"
"3474",9682,"peak9682","2.391443638",246.288219,0.688475494,0.247766223,2.778730227,0.005457183,0.017669429,"C130046K22Rik","Promoter","Sig","Unchanged"
"3475",9685,"peak9685","1.335758748",21.66500271,-1.710087354,0.767305842,-2.228690647,0.025834495,0.062846571,"Wnt9b","Promoter","Not Sig","Unchanged"
"3476",9688,"peak9688","1.099077222",12.56253318,0.459542785,0.997265093,0.460803038,0.644939922,0.748018582,"Wnt3","Promoter","Not Sig","Unchanged"
"3477",9694,"peak9694","2.277489155",189.4476206,0.112242546,0.27090701,0.414321306,0.678638812,0.774464214,"Nsf","Promoter","Not Sig","Unchanged"
"3478",9696,"peak9696","2.261029436",182.4019328,0.523916973,0.285070348,1.837851524,0.066084287,0.133353753,"Arf2","Promoter","Not Sig","Unchanged"
"3479",9705,"peak9705","2.799612691",630.3949006,1.322737512,0.166931123,7.923852002,2.3e-15,1.51e-13,"Crhr1","Promoter","Sig","Up"
"3480",9713,"peak9713","2.572444536",373.6324059,0.309054832,0.208188678,1.48449395,0.137677927,0.237472027,"Mapt","Promoter","Not Sig","Unchanged"
"3481",9714,"peak9714","1.947769952",88.66862053,0.095365444,0.382620291,0.249243038,0.80317279,0.868294084,"Mapt","Promoter","Not Sig","Unchanged"
"3482",9722,"peak9722","1.716640019",52.0762879,0.44786582,0.508646117,0.880505728,0.378585404,0.510392398,"Mapt","Promoter","Not Sig","Unchanged"
