,X,res_2.rownames,log_mean_counts,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,logpadj,significant,change,SYMBOL,annotation
275,8889,peak8889,1.649356951,44.60226879,-1.878535083,0.383050866,-4.904140024,9.38E-07,7.70E-05,4.113418448,Sig,Down,Ell2,Promoter
276,8938,peak8938,1.650943854,44.76554275,-2.336358484,0.425431661,-5.491736266,3.98E-08,5.43E-06,5.26520605,Sig,Down,Vcan,Promoter
277,8939,peak8939,1.271409276,18.68139381,-1.797365374,0.587929756,-3.057109041,0.00223483,0.028702731,1.542076777,Sig,Down,Vcan,Promoter
278,8971,peak8971,1.958827589,90.9552118,-1.724656068,0.262645251,-6.566484879,5.15E-11,1.50E-08,7.824590091,Sig,Down,Lhfpl2,Promoter
279,9021,peak9021,1.818047785,65.77302025,-1.329552503,0.31458957,-4.226308273,2.38E-05,0.001080326,2.966445023,Sig,Down,Sv2c,Promoter
280,9049,peak9049,1.550303469,35.50614064,-1.87840478,0.431105372,-4.357182497,1.32E-05,0.000686455,3.163388067,Sig,Down,1700029F12Rik,Promoter
281,9050,peak9050,0.915835659,8.238263122,-2.481954299,0.88104396,-2.817060681,0.004846537,0.047392761,1.324287987,Sig,Down,1700029F12Rik,Promoter
282,9070,peak9070,1.329062662,21.33352702,-2.570645644,0.583705211,-4.404013524,1.06E-05,0.000574873,3.24042806,Sig,Down,Enc1,Promoter
285,9389,peak9389,2.008247397,101.9171796,-1.297105506,0.296173451,-4.379546854,1.19E-05,0.000630208,3.200515842,Sig,Down,Fgf10,Promoter
288,9533,peak9533,2.005380666,101.2466508,-1.026370434,0.264800446,-3.876014749,0.000106181,0.003346377,2.475425149,Sig,Down,Gm3002,Promoter
289,9591,peak9591,1.639291932,43.58047229,-1.089356728,0.337666231,-3.226134655,0.001254743,0.019360138,1.713091545,Sig,Down,2610042L04Rik,Promoter
290,9820,peak9820,1.824657767,66.78174569,-1.039107426,0.274073147,-3.791350726,0.00014983,0.004315387,2.364980252,Sig,Down,Gm3411,Promoter
295,10261,peak10261,1.399420125,25.08534771,-1.458290448,0.462601719,-3.152367115,0.001619525,0.023215184,1.634227864,Sig,Down,Arhgap22,Promoter
296,10276,peak10276,2.238583776,173.2143131,-1.400779769,0.212663284,-6.586843508,4.49E-11,1.34E-08,7.871676554,Sig,Down,Gdf10,Promoter
297,10294,peak10294,1.898930596,79.23746914,-1.044306412,0.291043871,-3.58814088,0.000333044,0.007595071,2.119468161,Sig,Down,Grid1,Promoter
299,10469,peak10469,1.349349542,22.35370639,-1.620338815,0.504948856,-3.208916697,0.001332361,0.020216789,1.694287819,Sig,Down,Samd4,Promoter
300,10470,peak10470,1.522057836,33.27038575,-1.808703777,0.428380126,-4.222193485,2.42E-05,0.001093847,2.961043265,Sig,Down,Samd4,Promoter
301,10471,peak10471,1.411019843,25.76438872,-1.751763816,0.47440464,-3.692552031,0.000222015,0.005693319,2.244634513,Sig,Down,Samd4,Promoter
305,10591,peak10591,1.739979173,54.95145208,-1.410597088,0.346709017,-4.06853303,4.73E-05,0.001823577,2.73907591,Sig,Down,Mmp14,Promoter
306,10607,peak10607,1.640445515,43.6963856,-1.051901552,0.357698878,-2.94074602,0.003274229,0.036530904,1.437339581,Sig,Down,Ajuba,Promoter
308,10618,peak10618,2.011705105,102.731849,-2.020389759,0.272675911,-7.40949119,1.27E-13,6.68E-11,10.17494032,Sig,Down,Efs,Promoter
309,10642,peak10642,1.47388016,29.77694646,-2.341641537,0.548053288,-4.272653019,1.93E-05,0.000928306,3.03230894,Sig,Down,Nfatc4,Promoter
310,10682,peak10682,1.251263045,17.83458652,-2.969164724,0.670077963,-4.431073531,9.38E-06,0.000519903,3.284077445,Sig,Down,Shisa2,Promoter
311,10683,peak10683,1.731755629,53.92071336,-1.596574577,0.322059386,-4.957391857,7.14E-07,6.19E-05,4.208273661,Sig,Down,Shisa2,Promoter
313,10709,peak10709,2.076692153,119.3142053,-1.171705109,0.228278859,-5.132779758,2.85E-07,2.73E-05,4.563442336,Sig,Down,Tnfrsf19,Promoter
316,10850,peak10850,1.727970602,53.45281746,-1.687330717,0.323535174,-5.21529297,1.84E-07,1.87E-05,4.727755859,Sig,Down,Dock5,Promoter
320,11035,peak11035,1.165595541,14.64183611,-2.000408248,0.639289227,-3.129113025,0.001753349,0.024435331,1.611981774,Sig,Down,Gm10845,Promoter
321,11092,peak11092,1.344531955,22.10710914,-1.712073209,0.496789175,-3.446277206,0.000568367,0.011119625,1.953909867,Sig,Down,Spertl,Promoter
322,11093,peak11093,1.338204144,21.78733667,-2.303149551,0.554446431,-4.153962258,3.27E-05,0.001368024,2.863906329,Sig,Down,Spertl,Promoter
323,11117,peak11117,1.346731343,22.21934963,-3.065887725,0.606938879,-5.051394518,4.39E-07,4.02E-05,4.395290743,Sig,Down,Klf12,Promoter
324,11118,peak11118,1.824900348,66.81905784,-3.338509844,0.406792489,-8.206911215,2.27E-16,2.08E-13,12.68270215,Sig,Down,Klf12,Promoter
325,11132,peak11132,2.236289002,172.3014775,-1.063596925,0.196156996,-5.422171761,5.89E-08,7.36E-06,5.1333928,Sig,Down,Lmo7,Promoter
327,11146,peak11146,1.818595862,65.85607779,-1.640423498,0.305395236,-5.371477035,7.81E-08,9.27E-06,5.033097392,Sig,Down,Ednrb,Promoter
