"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AC137853.2",277.404809739386,-0.656160995441255,0.182619243466506,-3.59305505261059,0.000326823503514359,0.00575846191394325
"AC161119.1",508.857775473906,0.565013897305236,0.141741961254905,3.98621475463523,6.71357513643129e-05,0.00157719651183073
"Aacs",1020.77695751947,0.475293347415273,0.11544707639509,4.11698037106366,3.83868752452074e-05,0.000983791976538269
"Aak1",2777.93122031559,-0.261109869787525,0.0782412518120913,-3.33724044209596,0.000846147132468997,0.0125741399452951
"Abca1",3670.09051656602,0.586982590995712,0.0860264688149718,6.8232789173087,8.89856442791948e-12,1.0661592505201e-09
"Abca2",2606.26831091231,-0.334644055059047,0.07909556226583,-4.2308828140617,2.32775924898761e-05,0.000652385157939948
"Abhd16a",943.744264536746,-0.329378375183161,0.11307532109563,-2.9129112523554,0.00358076351514629,0.0383053775587915
"Ablim1",2324.06560564412,-0.318318361201554,0.0827901825092238,-3.84488053479155,0.000120611183535165,0.00257473985341773
"Ablim3",995.421403770661,-0.487327207147587,0.107926086677393,-4.5153792021041,6.32035665318031e-06,0.000215589389753499
"Abtb1",446.245223624892,-0.431614381380333,0.15146730704475,-2.84955473099431,0.00437804725473156,0.0445473279581762
"Acaca",1043.70247931142,0.324699653086671,0.106078607429528,3.06093434816612,0.00220647469475241,0.0265691707904546
"Acap3",1767.79497522318,-0.263544193167252,0.088678206906654,-2.97191612641276,0.00295947520047289,0.0332318041922913
"Acat2",852.844105271869,0.816376681060999,0.120356947258579,6.78296267607274,1.17736062348488e-11,1.37621970440275e-09
"Ackr1",1815.10822297251,-0.725054699470235,0.0876211641414189,-8.27488092146334,1.28584057693017e-16,3.33102214320964e-14
"Acly",2386.03826646684,0.338120039731045,0.0917008444455289,3.68720748184485,0.000226728489215439,0.00426953353463651
"Acsl3",748.587009998197,0.638093857365468,0.11964616546341,5.33317432191849,9.65105795975921e-08,4.94681232857176e-06
"Acta2",4632.55651580942,0.430473910710308,0.0798186477231664,5.39314963344548,6.92332513256757e-08,3.749156576026e-06
"Actn1",2029.5595134966,0.284517418111382,0.0917337374703835,3.10155702751389,0.00192505788834588,0.0237168121591198
"Adam11",1303.61384544419,-0.518751274457406,0.105614292966434,-4.91175256574671,9.02659181492565e-07,3.82831338699391e-05
"Adam22",3699.07355340602,-0.649763823754253,0.0785819046724243,-8.26861892012992,1.35519686056861e-16,3.41830576540793e-14
"Adam23",611.428248839953,-0.56986914958694,0.162852918061674,-3.49928731010596,0.000466503614937747,0.00764348230628769
"Adam8",1347.98683338235,0.344327826382683,0.102142589571431,3.37105048763116,0.000748821330434459,0.0113567285636302
"Adamts18",842.801391152638,-0.424480422858103,0.114571924390112,-3.70492531322742,0.000211453028418445,0.00404546362752654
"Adcy1",11513.1654624132,-0.682177192131718,0.0686350037823041,-9.93920236815956,2.81068625259783e-23,1.58473104300883e-20
"Adgrb2",3532.74667749904,-0.474581190814933,0.0754762723292832,-6.28781968383997,3.21955548271073e-10,2.88405974783012e-08
"Adgrb3",724.077522856238,-0.372214274647128,0.118741934796417,-3.13464889455683,0.00172059911241715,0.0215863121629821
"Adgrl1",4197.98255456222,-0.313340503792729,0.0728001570958136,-4.30411851145233,1.67651906595274e-05,0.000497943972132664
"Adgrl3",994.959088896241,-0.400728011521304,0.1085806430021,-3.69060267504176,0.000223723360776418,0.00422123703354718
"Adm",437.004963343992,0.764268145379043,0.157490618974485,4.85278520305302,1.21739524883876e-06,5.00804011163926e-05
"Adora1",1333.69719653809,-0.309052638396052,0.0944682815807985,-3.27149635014499,0.00106979969405504,0.0149258079585408
"Adra2c",390.987324063711,0.618368167668485,0.160750568573658,3.84675571075907,0.000119692202750302,0.00256082536464652
"Aebp1",3160.30929697747,0.479470122243525,0.0776903678060031,6.1715517094833,6.76230073079216e-10,5.63623065257764e-08
"Agap2",1071.07031952004,-0.391301731098222,0.101186479329305,-3.8671345588056,0.000110121672252519,0.00238826130755227
"Agtpbp1",1717.46401242885,-0.309304698438781,0.0870678399369357,-3.55245632213701,0.000381652373690074,0.00647458053419356
"Ahi1",792.037334313696,-0.371997901182092,0.117565517493131,-3.16417525405634,0.00155523114974883,0.0199861195057489
"Ahnak",2097.88656090078,0.27853361311008,0.0884374775426785,3.14949748510935,0.00163551516230565,0.0207634607029134
"Ajm1",2796.41789088607,-0.608947042146727,0.0857199707995885,-7.10391098441263,1.21274984880157e-12,1.78833958473277e-10
"Akap11",2491.3365532826,-0.398891009148601,0.0950980866370416,-4.19452192209753,2.73447706233213e-05,0.00074885607549867
"Akap12",4863.52829614924,0.239781379480401,0.0725035703259481,3.30716650783453,0.000942448545005308,0.0135840139907908
"Akt3",1478.38784751815,-0.345948775043887,0.103804987378222,-3.33267970818583,0.000860139008856823,0.0127425539411015
"Aldh2",1090.69746674304,0.354256275986477,0.119013414335478,2.97660795604008,0.00291456448595734,0.0328660007034131
"Alms1",442.842256165803,-0.423954210594881,0.148693440003665,-2.85119646559009,0.00435550486411562,0.0443815394214736
"Als2",1179.25276803763,-0.382267290349288,0.104029636830161,-3.67459987362428,0.000238222447754568,0.00444233883604578
"Amph",1896.08738689521,-0.375738490147279,0.0852230387432963,-4.40888397888576,1.03904667137595e-05,0.000324405939581057
