"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"A2m",426.031202294731,-0.0911899328172921,0.173052648629513,-0.526949073241403,0.59822895430445,0.927386610904878
"A3galt2",13.868487471896,-0.295448644119496,0.768948042528372,-0.384224457023174,0.700812092874384,NA
"A4galt",114.29874555064,0.0330203802824294,0.296841551507322,0.111239077261105,0.911426764735003,0.991071643910209
"AA386476",4.85068424163004,-0.198486409230099,1.44963134550731,-0.136921990439325,0.891092456681353,NA
"AA387200",1.71786069637492,-0.571273261083245,2.31269004691847,-0.247016785428914,0.804895233639582,NA
"AA413626",2.23232461598143,0.100756421064963,2.01826374407848,0.0499223262373807,0.960184285719389,NA
"AA414768",13.4498647114137,0.336378084470182,0.760056785533252,0.442569674888411,0.658077023298374,NA
"AA465934",13.5067359684664,1.27243206986674,0.942599007132798,1.34991874618798,0.177042047817777,NA
"AA474408",9.95355551304112,0.281174049940078,0.903332368644172,0.311263118316127,0.755600602898911,NA
"AA543186",8.52217197510513,-0.614620563492397,1.0524754823363,-0.583976134178494,0.559236368879694,NA
"AA914427",6.47005756651405,-0.692054515081612,1.18098650940547,-0.585996969118645,0.557877551611899,NA
"AA986860",23.330341590351,-0.0480050360625073,0.653174248640105,-0.0734949918225539,0.941412229245604,NA
"AB041806",14.044925578009,0.465210074623318,0.747724242413272,0.622167970804126,0.533831424454948,NA
"AB124611",12.7968566486863,0.569887863524741,0.78932329690547,0.721995493809669,0.47029724800223,NA
"AC026385.1",10.0736313087663,-0.797959833594503,1.00981221961043,-0.790206157242133,0.429407380744048,NA
"AC061963.1",16.4588825351279,0.565242825428509,0.699417996885994,0.808161682920843,0.418997512461918,NA
"AC079441.1",94.9866885607349,-0.507815405153973,0.316660891131691,-1.60365684356893,0.108789713558528,0.526139720889419
"AC090479.2",20.9962775861787,0.66628735158365,0.616577588047184,1.08062207336129,0.279865259608126,NA
"AC093020.1",5.88143986514217,0.978036643161002,1.1505087786809,0.8500905523575,0.395274743809317,NA
"AC098880.2",92.5620736386333,-0.031967065115052,0.338532395868263,-0.0944283782149218,0.924768873960681,0.991977481884181
"AC102055.1",15.2724044823683,-0.964210158408453,0.734877981955882,-1.31206837336751,0.189497065888076,NA
"AC102132.1",95.8628271821443,-0.0922319088120065,0.337138581104678,-0.27357269081989,0.784413023170802,0.971432393544375
"AC102496.1",43.1187938857589,0.445083695407393,0.487346982848929,0.913278856894786,0.361095899346117,0.828894248627173
"AC106834.1",6.66379634835318,-1.71998557934977,1.09231653330566,-1.57462194053275,0.115343735377671,NA
"AC107792.1",1.72751918138126,-1.67737961770038,2.32041864562027,-0.722878012063207,0.469754833391563,NA
"AC108409.1",1.72345521009096,-3.64416722208275,2.68494976937016,-1.35725713145748,0.174699523330651,NA
"AC109619.1",7.1851700160626,-2.53148531646066,1.26677399874702,-1.99837170558014,0.0456763768056137,NA
"AC110206.1",10.845117661755,0.509861067442376,0.892848941330086,0.571049641032033,0.567965993561155,NA
"AC110730.1",8.25246989581372,0.504699969765878,0.983899263138354,0.512958987443523,0.607980009668681,NA
"AC110913.1",1.63142954971663,-0.0931963965735207,2.36980538187302,-0.0393266034782405,0.96862999651001,NA
"AC113003.1",186.30861999015,-0.194768631404327,0.253294052856384,-0.768942773065259,0.441927283829669,0.870128368325526
"AC113528.1",2.59279287845623,-1.7366668333169,1.87083303589438,-0.92828531461476,0.353259589677711,NA
"AC113599.1",2.10569109397994,-0.87342948643462,2.11586171638788,-0.412800836495925,0.679752538532306,NA
"AC114539.1",24.1149437239145,0.183287433075887,0.575384806987455,0.318547571729477,0.750069615375483,NA
"AC114990.1",2.77564674077767,-3.08387107070148,1.95512036864997,-1.57733054197114,0.114719488298208,NA
"AC115117.1",33.8972776086406,0.471855635214863,0.491529957591812,0.959973299545482,0.337068653142468,0.812465904527402
"AC115117.2",8.10146428982475,0.0833701098709575,1.14393228218042,0.0728802842350494,0.941901383116202,NA
"AC115119.1",2.55725968541628,1.92286394382096,1.85370471889062,1.03730865235739,0.299592034688679,NA
"AC115631.1",13.7324085079103,-0.23987318726972,0.825633662692926,-0.290532227679936,0.77140909935739,NA
"AC115752.1",7.44287553633814,-1.73795267034523,1.05801004476579,-1.64266178657118,0.100452929332753,NA
"AC117239.2",4.11825216958969,1.47068979511574,1.49809761228236,0.981704918997321,0.326245241357733,NA
"AC117700.1",2.2229721471522,-0.284100460724303,2.50761419510836,-0.113295123818688,0.909796582980259,NA
"AC119228.1",27.1745504433552,0.489242195856777,0.585781526535176,0.835195672268094,0.40360754598599,NA
"AC119957.1",4.75066864028452,0.74559458826488,1.26335593227041,0.590169855715127,0.555076779457871,NA
"AC120159.1",62.869473967461,-0.34342359998705,0.374503773693784,-0.917009718219428,0.359137547656554,0.827571600384611
"AC121603.3",3.49105672583891,0.360281274445522,1.45984957452772,0.246793423604674,0.805068100303215,NA
"AC121821.1",22.9171624305341,0.231266801938526,0.58972752065332,0.392158740840721,0.694940927441725,NA
"AC121821.3",884.98103283069,-0.103179286459709,0.148411647294727,-0.695223645451544,0.486915156165228,0.89103521234484
"AC121957.1",32.2660136467682,-0.968704111378659,0.582879065389892,-1.66192983913513,0.0965268429452653,0.497046827955171
"AC121973.1",1.92121447168594,-0.219399165101933,2.23495517624645,-0.0981671433207031,0.921799572246077,NA
"AC122117.2",2.27722997614945,-0.555099980421494,2.05974633192792,-0.269499196001442,0.787545560835037,NA
"AC122119.2",2.44437657041734,-1.54776766148754,2.08599784308743,-0.741979511923528,0.458099749001986,NA
"AC122399.1",43.0900058642109,-0.70216866302507,0.437919922456044,-1.60341794702329,0.108842411329432,0.526139720889419
"AC122442.1",117.286142012769,-0.00808923304448366,0.289902314664857,-0.0279033061665453,0.977739271531942,0.998763410850121
"AC122453.1",7.51264705902923,0.545341853792665,1.06710167813485,0.511049570033334,0.609316346976594,NA
"AC122487.1",25.6073658296374,0.263839537942515,0.559501213750573,0.471562047513512,0.637239421721135,NA
"AC122821.1",4.77704165573713,0.0819273630043989,1.35027908243136,0.0606743924795735,0.95161852593791,NA
"AC122861.4",93.9258480978822,-0.00756026121080767,0.33250613870211,-0.0227372079213877,0.981859895870951,0.999263552848555
"AC122898.1",5.5824200054388,1.51022055774732,1.30304219170081,1.15899590002998,0.24645785625929,NA
"AC123853.1",2.07589195662116,2.6834463412512,2.2171903511753,1.21029136710285,0.226167109120751,NA
"AC123927.3",3.11421522462372,2.96397752785917,2.16275705911643,1.37046253778965,0.170542561871505,NA
"AC124108.1",23.3583388034222,-0.566359331082677,0.62414914731768,-0.90741024563863,0.364189893377747,NA
"AC124169.1",4.76134394535563,0.530534998495816,1.61609048118365,0.328282979618345,0.742697712033417,NA
"AC124502.1",45.2634590247926,-0.467087673841686,0.474804529516191,-0.983747299794364,0.325239776958965,0.803045303227043
"AC124502.4",5.64713859253078,-0.256814984363483,1.18214437544896,-0.217245024970786,0.828017397600076,NA
"AC124502.5",4.17507767760203,1.43787236716996,1.51851587860268,0.946893205024022,0.343693200777264,NA
"AC124512.1",17.5624292433297,-0.348244677287283,0.667893714529877,-0.521407328308829,0.602083047484486,NA
"AC124513.1",5.57825625806721,0.610852324947339,1.22473374674664,0.498763365155895,0.617946098987105,NA
"AC124518.1",3.10348469540624,1.21941501568216,1.80600884122813,0.675198807361833,0.499549464269165,NA
"AC125059.1",11.619376500093,-0.465165364841116,0.863336074043698,-0.538799870440224,0.590024953031484,NA
"AC125059.3",97.7611406312257,0.0751512746184125,0.311174945411517,0.241508115375509,0.809161327451772,0.974286718700467
"AC125059.4",57.4897040876716,-0.565704353540883,0.432603557347233,-1.30767383654873,0.190983961113865,0.668791172880759
"AC125093.1",51.3475670003352,-0.241131415455161,0.408397827259692,-0.590432659921646,0.554900619902139,0.918218816462059
"AC125101.1",1.83664272256849,0.994955887645107,2.40610169434432,0.41351364740061,0.679230325636593,NA
"AC125122.2",2.13766644315471,-2.52965642754683,2.15660500637338,-1.17298087506566,0.240803475169711,NA
"AC125456.1",4.14298842459692,-0.167221078299309,1.53665229369122,-0.108821676176088,0.913343930815982,NA
"AC125458.1",8.36431330873809,0.363698271670959,1.08448854969482,0.335363865089499,0.737350622700795,NA
"AC126040.2",46.3324576877378,-0.16335286549945,0.423987288486035,-0.385277742836931,0.70003164979656,0.954851699863932
"AC126695.1",3.28970648682429,-1.13800027999314,1.67003270551846,-0.681423948305161,0.4956032737164,NA
"AC126937.1",21.1465321383658,0.968526255211813,0.65413726825143,1.48061622876308,0.138708868301915,NA
"AC126937.2",60.1944559919543,0.335105664326658,0.382331574076994,0.876479179454778,0.380769590287849,0.837529329373738
"AC127249.1",2.92336495128965,0.402224308943865,1.90278457542973,0.211387202806721,0.832585141811744,NA
"AC127256.1",29.7296802132996,-0.309912786697487,0.530622411128486,-0.58405521553149,0.559183164080627,0.91972169896929
"AC127331.2",2.18890711816557,0.47766106000511,1.80512615988566,0.264613671121672,0.791307087419008,NA
"AC129188.1",19.6399575841909,-0.367497783307801,0.695497670198045,-0.528395419646991,0.597224915931169,NA
"AC130718.2",56.6207662369554,-0.435153588098193,0.404958988345938,-1.07456211769884,0.282570819880218,0.765813319752608
"AC131065.2",63.0661708024446,0.0867739756617683,0.365792878559975,0.237221610227551,0.81248487219458,0.974286718700467
